"동별","독거노인별","성별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"내곡동","일   반","여","독거노인현황(성별)","","","153","229","256","248","235","243","257","260","284","308",
"강남구","합계","계","독거노인현황(성별)","","11249","10710","11218","11396","11749","12358","13592","15432","19102","20973","23747",
"강남구","합계","남","독거노인현황(성별)","","3404","3226","3170","3347","3533","3627","4074","4742","5872","6574","7388",
"강남구","합계","여","독거노인현황(성별)","","7845","7484","8048","8049","8216","8731","9518","10690","13230","14399","16359",
"강남구","국민기초생활보장 수급권자","계","독거노인현황(성별)","","1634","1450","1716","1706","1840","2959","3994","3970","3492","3660","5218",
"강남구","국민기초생활보장 수급권자","남","독거노인현황(성별)","","435","411","562","550","623","955","1375","1338","1225","1263","1765",
"강남구","국민기초생활보장 수급권자","여","독거노인현황(성별)","","1199","1039","1154","1156","1217","2004","2619","2632","2267","2397","3453",
"강남구","저소득노인","계","독거노인현황(성별)","","797","425","123","475","2973","213","747","324","233","423","1173",
"강남구","저소득노인","남","독거노인현황(성별)","","243","76","25","100","873","78","252","77","53","137","377",
"강남구","저소득노인","여","독거노인현황(성별)","","554","349","98","375","2100","135","495","247","180","286","796",
"강남구","일   반","계","독거노인현황(성별)","","8818","8835","9379","9215","6936","9186","8851","11138","15377","16890","17356",
"강남구","일   반","남","독거노인현황(성별)","","2726","2739","2583","2697","2037","2594","2447","3327","4594","5174","5246",
"강남구","일   반","여","독거노인현황(성별)","","6092","6096","6796","6518","4899","6592","6404","7811","10783","11716","12110",
"신사동","합계","계","독거노인현황(성별)","","","388","380","406","429","425","463","518","562","578","605",
"신사동","합계","남","독거노인현황(성별)","","","102","96","104","109","108","129","152","170","178","176",
"신사동","합계","여","독거노인현황(성별)","","","286","284","302","320","317","334","366","392","400","429",
"신사동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","32","81","27","25","45","53","66","59","54","66",
"신사동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","10","33","11","11","14","18","23","25","23","21",
"신사동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","22","48","16","14","31","35","43","34","31","45",
"신사동","저소득노인","계","독거노인현황(성별)","","","2","2","7","51","11","6","6","7","10","13",
"신사동","저소득노인","남","독거노인현황(성별)","","","","0","2","18","4","1","1","2","4","5",
"신사동","저소득노인","여","독거노인현황(성별)","","","2","2","5","33","7","5","5","5","6","8",
"신사동","일   반","계","독거노인현황(성별)","","","354","297","372","353","369","404","446","496","514","526",
"신사동","일   반","남","독거노인현황(성별)","","","92","63","91","80","90","110","128","143","151","150",
"신사동","일   반","여","독거노인현황(성별)","","","262","234","281","273","279","294","318","353","363","376",
"개포3동","합계","계","독거노인현황(성별)","","","","","","","","","","1533","1628","1993",
"개포3동","합계","남","독거노인현황(성별)","","","","","","","","","","376","396","455",
"개포3동","합계","여","독거노인현황(성별)","","","","","","","","","","1157","1232","1538",
"개포3동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","","","","","","","","421","438","621",
"개포3동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","","","","","","","","114","114","146",
"개포3동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","","","","","","","","307","324","475",
"개포3동","저소득노인","계","독거노인현황(성별)","","","","","","","","","","32","62","212",
"개포3동","저소득노인","남","독거노인현황(성별)","","","","","","","","","","5","17","58",
"개포3동","저소득노인","여","독거노인현황(성별)","","","","","","","","","","27","45","154",
"개포3동","일   반","계","독거노인현황(성별)","","","","","","","","","","1080","1128","1160",
"개포3동","일   반","남","독거노인현황(성별)","","","","","","","","","","257","265","251",
"개포3동","일   반","여","독거노인현황(성별)","","","","","","","","","","823","863","909",
"논현1동","합계","계","독거노인현황(성별)","","","491","500","509","536","571","606","700","809","905","989",
"논현1동","합계","남","독거노인현황(성별)","","","169","172","179","196","217","236","275","307","343","368",
"논현1동","합계","여","독거노인현황(성별)","","","322","328","330","340","354","370","425","502","562","621",
"논현1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","53","54","61","60","117","134","165","153","161","216",
"논현1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","16","23","21","29","43","54","62","61","64","77",
"논현1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","37","31","40","31","74","80","103","92","97","139",
"논현1동","저소득노인","계","독거노인현황(성별)","","","8","4","11","148","11","12","4","4","6","22",
"논현1동","저소득노인","남","독거노인현황(성별)","","","1","1","2","52","2","3","0","-","1","6",
"논현1동","저소득노인","여","독거노인현황(성별)","","","7","3","9","96","9","9","4","4","5","16",
"논현1동","일   반","계","독거노인현황(성별)","","","430","442","437","328","443","460","531","652","738","751",
"논현1동","일   반","남","독거노인현황(성별)","","","152","148","156","115","172","179","213","246","278","285",
"논현1동","일   반","여","독거노인현황(성별)","","","278","294","281","213","271","281","318","406","460","466",
"논현2동","합계","계","독거노인현황(성별)","","","405","409","435","468","470","545","614","667","731","779",
"논현2동","합계","남","독거노인현황(성별)","","","146","138","133","146","135","161","178","188","223","214",
"논현2동","합계","여","독거노인현황(성별)","","","259","271","302","322","335","384","436","479","508","565",
"논현2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","41","29","53","48","79","87","97","80","74","118",
"논현2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","9","8","16","18","29","27","34","23","19","31",
"논현2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","32","21","37","30","50","60","63","57","55","87",
"논현2동","저소득노인","계","독거노인현황(성별)","","","3","3","12","106","13","16","5","3","10","26",
"논현2동","저소득노인","남","독거노인현황(성별)","","","1","2","5","42","4","6","1","1","3","5",
"논현2동","저소득노인","여","독거노인현황(성별)","","","2","1","7","64","9","10","4","2","7","21",
"논현2동","일   반","계","독거노인현황(성별)","","","361","377","370","314","378","442","512","584","647","635",
"논현2동","일   반","남","독거노인현황(성별)","","","136","128","112","86","102","128","143","164","201","178",
"논현2동","일   반","여","독거노인현황(성별)","","","225","249","258","228","276","314","369","420","446","457",
"삼성1동","합계","계","독거노인현황(성별)","","","238","243","260","289","261","275","325","352","388","404",
"삼성1동","합계","남","독거노인현황(성별)","","","75","73","87","97","76","83","106","110","121","128",
"삼성1동","합계","여","독거노인현황(성별)","","","163","170","173","192","185","192","219","242","267","276",
"삼성1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","13","12","18","17","26","24","29","21","24","30",
"삼성1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","2","2","6","10","9","4","8","7","9","11",
"삼성1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","11","10","12","7","17","20","21","14","15","19",
"삼성1동","저소득노인","계","독거노인현황(성별)","","","4","1","5","42","5","6","2","3","2","6",
"삼성1동","저소득노인","남","독거노인현황(성별)","","","1","1","2","16","1","2","0","1","-","1",
"삼성1동","저소득노인","여","독거노인현황(성별)","","","3","0","3","26","4","4","2","2","2","5",
"삼성1동","일   반","계","독거노인현황(성별)","","","221","230","237","230","230","245","294","328","362","368",
"삼성1동","일   반","남","독거노인현황(성별)","","","72","70","79","71","66","77","98","102","112","116",
"삼성1동","일   반","여","독거노인현황(성별)","","","149","160","158","159","164","168","196","226","250","252",
"삼성2동","합계","계","독거노인현황(성별)","","","463","479","470","491","539","586","688","772","825","867",
"삼성2동","합계","남","독거노인현황(성별)","","","135","140","131","130","164","181","213","245","256","276",
"삼성2동","합계","여","독거노인현황(성별)","","","328","339","339","361","375","405","475","527","569","591",
"삼성2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","45","59","51","48","70","89","102","96","95","133",
"삼성2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","14","17","19","18","23","31","42","42","38","54",
"삼성2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","31","42","32","30","47","58","60","54","57","79",
"삼성2동","저소득노인","계","독거노인현황(성별)","","","2","4","5","89","8","17","11","13","17","21",
"삼성2동","저소득노인","남","독거노인현황(성별)","","","1","1","2","28","3","7","2","5","7","7",
"삼성2동","저소득노인","여","독거노인현황(성별)","","","1","3","3","61","5","10","9","8","10","14",
"삼성2동","일   반","계","독거노인현황(성별)","","","416","416","414","354","461","480","575","663","713","713",
"삼성2동","일   반","남","독거노인현황(성별)","","","120","122","110","84","138","143","169","198","211","215",
"삼성2동","일   반","여","독거노인현황(성별)","","","296","294","304","270","323","337","406","465","502","498",
"대치1동","합계","계","독거노인현황(성별)","","","135","151","166","164","163","189","229","212","240","229",
"대치1동","합계","남","독거노인현황(성별)","","","36","31","33","32","31","41","55","48","54","52",
"대치1동","합계","여","독거노인현황(성별)","","","99","120","133","132","132","148","174","164","186","177",
"대치1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","2","3","1","0","1","2","3","2","2","3",
"대치1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","1","1","0","0","0","0","0","-","-","1",
"대치1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","1","2","1","0","1","2","3","2","2","2",
"대치1동","저소득노인","계","독거노인현황(성별)","","","1","0","0","11","4","4","1","2","1","2",
"대치1동","저소득노인","남","독거노인현황(성별)","","","","0","0","1","2","2","0","-","-","",
"대치1동","저소득노인","여","독거노인현황(성별)","","","1","0","0","10","2","2","1","2","1","2",
"대치1동","일   반","계","독거노인현황(성별)","","","132","148","165","153","158","183","225","208","237","224",
"대치1동","일   반","남","독거노인현황(성별)","","","35","30","33","31","29","39","55","48","54","51",
"대치1동","일   반","여","독거노인현황(성별)","","","97","118","132","122","129","144","170","160","183","173",
"대치4동","합계","계","독거노인현황(성별)","","","331","315","330","358","371","409","452","561","589","641",
"대치4동","합계","남","독거노인현황(성별)","","","104","109","111","114","120","137","162","197","215","217",
"대치4동","합계","여","독거노인현황(성별)","","","227","206","219","244","251","272","290","364","374","424",
"대치4동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","34","43","41","53","73","125","117","105","102","134",
"대치4동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","10","13","14","17","27","53","51","50","47","53",
"대치4동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","24","30","27","36","46","72","66","55","55","81",
"대치4동","저소득노인","계","독거노인현황(성별)","","","6","3","12","119","6","11","8","7","5","15",
"대치4동","저소득노인","남","독거노인현황(성별)","","","1","0","1","39","0","3","2","2","1","6",
"대치4동","저소득노인","여","독거노인현황(성별)","","","5","3","11","80","6","8","6","5","4","9",
"대치4동","일   반","계","독거노인현황(성별)","","","291","269","277","186","292","273","327","449","482","492",
"대치4동","일   반","남","독거노인현황(성별)","","","93","96","96","58","93","81","109","145","167","158",
"대치4동","일   반","여","독거노인현황(성별)","","","198","173","181","128","199","192","218","304","315","334",
"역삼1동","합계","계","독거노인현황(성별)","","","650","679","698","717","710","803","930","1083","1228","1338",
"역삼1동","합계","남","독거노인현황(성별)","","","267","277","285","295","294","342","413","497","546","592",
"역삼1동","합계","여","독거노인현황(성별)","","","383","402","413","422","416","461","517","586","682","746",
"역삼1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","48","79","76","80","139","213","221","197","197","263",
"역삼1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","23","32","27","33","59","103","116","103","95","128",
"역삼1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","25","47","49","47","80","110","105","94","102","135",
"역삼1동","저소득노인","계","독거노인현황(성별)","","","8","2","13","224","21","43","21","8","18","32",
"역삼1동","저소득노인","남","독거노인현황(성별)","","","3","2","5","104","12","16","8","2","6","10",
"역삼1동","저소득노인","여","독거노인현황(성별)","","","5","0","8","120","9","27","13","6","12","22",
"역삼1동","일   반","계","독거노인현황(성별)","","","594","598","609","413","550","547","688","878","1013","1043",
"역삼1동","일   반","남","독거노인현황(성별)","","","241","243","253","158","223","223","289","392","445","454",
"역삼1동","일   반","여","독거노인현황(성별)","","","353","355","356","255","327","324","399","486","568","589",
"역삼2동","합계","계","독거노인현황(성별)","","","457","453","490","491","506","563","684","731","780","821",
"역삼2동","합계","남","독거노인현황(성별)","","","130","110","145","137","134","149","198","203","244","262",
"역삼2동","합계","여","독거노인현황(성별)","","","327","343","345","354","372","414","486","528","536","559",
"역삼2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","28","38","34","30","55","93","85","81","85","127",
"역삼2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","7","5","8","7","15","27","32","30","35","58",
"역삼2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","21","33","26","23","40","66","53","51","50","69",
"역삼2동","저소득노인","계","독거노인현황(성별)","","","6","6","10","105","15","25","10","6","13","21",
"역삼2동","저소득노인","남","독거노인현황(성별)","","","","1","1","40","6","9","2","-","4","6",
"역삼2동","저소득노인","여","독거노인현황(성별)","","","6","5","9","65","9","16","8","6","9","15",
"역삼2동","일   반","계","독거노인현황(성별)","","","423","409","446","356","436","445","589","644","682","673",
"역삼2동","일   반","남","독거노인현황(성별)","","","123","104","136","90","113","113","164","173","205","198",
"역삼2동","일   반","여","독거노인현황(성별)","","","300","305","310","266","323","332","425","471","477","475",
"도곡1동","합계","계","독거노인현황(성별)","","","346","338","350","348","407","427","457","477","510","514",
"도곡1동","합계","남","독거노인현황(성별)","","","90","94","103","108","133","129","134","145","165","162",
"도곡1동","합계","여","독거노인현황(성별)","","","256","244","247","240","274","298","323","332","345","352",
"도곡1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","16","24","21","22","33","40","36","33","32","43",
"도곡1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","5","13","9","11","17","20","18","18","21","22",
"도곡1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","11","11","12","11","16","20","18","15","11","21",
"도곡1동","저소득노인","계","독거노인현황(성별)","","","4","1","4","69","6","9","10","7","8","8",
"도곡1동","저소득노인","남","독거노인현황(성별)","","","1","0","0","20","1","1","1","2","2","4",
"도곡1동","저소득노인","여","독거노인현황(성별)","","","3","1","4","49","5","8","9","5","6","4",
"도곡1동","일   반","계","독거노인현황(성별)","","","326","313","325","257","368","378","411","437","470","463",
"도곡1동","일   반","남","독거노인현황(성별)","","","84","81","94","77","115","108","115","125","142","136",
"도곡1동","일   반","여","독거노인현황(성별)","","","242","232","231","180","253","270","296","312","328","327",
"도곡2동","합계","계","독거노인현황(성별)","","","479","478","507","549","542","585","674","661","713","736",
"도곡2동","합계","남","독거노인현황(성별)","","","157","150","159","174","172","193","214","198","214","233",
"도곡2동","합계","여","독거노인현황(성별)","","","322","328","348","375","370","392","460","463","499","503",
"도곡2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","3","3","4","5","17","21","18","16","20","28",
"도곡2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","1","1","1","3","7","9","11","10","10","11",
"도곡2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","2","2","3","2","10","12","7","6","10","17",
"도곡2동","저소득노인","계","독거노인현황(성별)","","","2","2","4","58","3","7","5","2","4","7",
"도곡2동","저소득노인","남","독거노인현황(성별)","","","1","1","3","24","1","4","2","1","2","4",
"도곡2동","저소득노인","여","독거노인현황(성별)","","","1","1","1","34","2","3","3","1","2","3",
"도곡2동","일   반","계","독거노인현황(성별)","","","474","473","499","486","522","557","651","643","689","701",
"도곡2동","일   반","남","독거노인현황(성별)","","","155","148","155","147","164","180","201","187","202","218",
"도곡2동","일   반","여","독거노인현황(성별)","","","319","325","344","339","358","377","450","456","487","483",
"개포1동","합계","계","독거노인현황(성별)","","","589","907","595","325","331","295","357","407","599","677",
"개포1동","합계","남","독거노인현황(성별)","","","153","160","168","111","115","100","125","142","193","201",
"개포1동","합계","여","독거노인현황(성별)","","","436","747","427","214","216","195","232","265","406","476",
"개포1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","82","97","81","42","55","87","70","57","48","68",
"개포1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","19","23","22","14","24","33","23","18","13","19",
"개포1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","63","74","59","28","31","54","47","39","35","49",
"개포1동","저소득노인","계","독거노인현황(성별)","","","21","11","33","152","12","36","17","15","20","43",
"개포1동","저소득노인","남","독거노인현황(성별)","","","3","1","6","52","5","12","4","2","5","13",
"개포1동","저소득노인","여","독거노인현황(성별)","","","18","10","27","100","7","24","13","13","15","30",
"개포1동","일   반","계","독거노인현황(성별)","","","486","799","481","131","264","172","270","335","531","566",
"개포1동","일   반","남","독거노인현황(성별)","","","131","136","140","45","86","55","98","122","175","169",
"개포1동","일   반","여","독거노인현황(성별)","","","355","663","341","86","178","117","172","213","356","397",
"개포4동","합계","계","독거노인현황(성별)","","","412","335","375","386","412","534","615","778","871","957",
"개포4동","합계","남","독거노인현황(성별)","","","116","102","107","182","125","163","197","242","282","315",
"개포4동","합계","여","독거노인현황(성별)","","","296","233","268","204","287","371","418","536","589","642",
"개포4동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","70","58","82","74","112","188","156","143","154","213",
"개포4동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","18","16","20","20","29","62","41","46","51","76",
"개포4동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","52","42","62","54","83","126","115","97","103","137",
"개포4동","저소득노인","계","독거노인현황(성별)","","","22","2","18","137","16","30","15","14","16","23",
"개포4동","저소득노인","남","독거노인현황(성별)","","","4","0","4","43","2","12","4","4","5","11",
"개포4동","저소득노인","여","독거노인현황(성별)","","","18","2","14","94","14","18","11","10","11","12",
"개포4동","일   반","계","독거노인현황(성별)","","","320","275","275","175","284","316","444","621","701","721",
"개포4동","일   반","남","독거노인현황(성별)","","","94","86","83","119","94","89","152","192","226","228",
"개포4동","일   반","여","독거노인현황(성별)","","","226","189","192","56","190","227","292","429","475","493",
"일원본동","합계","계","독거노인현황(성별)","","","388","370","387","408","398","416","463","503","531","522",
"일원본동","합계","남","독거노인현황(성별)","","","94","84","87","96","88","97","104","118","133","126",
"일원본동","합계","여","독거노인현황(성별)","","","294","286","300","312","310","319","359","385","398","396",
"일원본동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","11","8","11","5","11","29","21","22","30","28",
"일원본동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","2","1","2","3","3","9","4","4","5","6",
"일원본동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","9","7","9","2","8","20","17","18","25","22",
"일원본동","저소득노인","계","독거노인현황(성별)","","","2","1","2","72","7","6","3","4","5","7",
"일원본동","저소득노인","남","독거노인현황(성별)","","","1","0","1","15","3","2","1","-","1","1",
"일원본동","저소득노인","여","독거노인현황(성별)","","","1","1","1","57","4","4","2","4","4","6",
"일원본동","일   반","계","독거노인현황(성별)","","","375","361","374","331","380","381","439","477","496","487",
"일원본동","일   반","남","독거노인현황(성별)","","","91","83","84","78","82","86","99","114","127","119",
"일원본동","일   반","여","독거노인현황(성별)","","","284","278","290","253","298","295","340","363","369","368",
"일원1동","합계","계","독거노인현황(성별)","","","550","602","676","746","793","878","977","1458","1600","1906",
"일원1동","합계","남","독거노인현황(성별)","","","149","188","214","230","232","263","297","448","510","617",
"일원1동","합계","여","독거노인현황(성별)","","","401","414","462","516","561","615","680","1010","1090","1289",
"일원1동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","163","226","198","226","382","414","485","417","440","607",
"일원1동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","35","53","53","62","115","123","151","129","139","201",
"일원1동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","128","173","145","164","267","291","334","288","301","406",
"일원1동","저소득노인","계","독거노인현황(성별)","","","65","35","69","315","15","111","37","30","58","141",
"일원1동","저소득노인","남","독거노인현황(성별)","","","17","6","16","88","8","35","9","7","22","49",
"일원1동","저소득노인","여","독거노인현황(성별)","","","48","29","53","227","7","76","28","23","36","92",
"일원1동","일   반","계","독거노인현황(성별)","","","322","341","409","205","396","353","455","1011","1102","1158",
"일원1동","일   반","남","독거노인현황(성별)","","","97","129","145","80","109","105","137","312","349","367",
"일원1동","일   반","여","독거노인현황(성별)","","","225","212","264","125","287","248","318","699","753","791",
"일원2동","합계","계","독거노인현황(성별)","","","583","641","692","758","839","927","1033","","","",
"일원2동","합계","남","독거노인현황(성별)","","","116","133","153","160","188","207","239","","","",
"일원2동","합계","여","독거노인현황(성별)","","","467","508","539","598","651","720","794","","","",
"일원2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","163","213","184","222","368","423","479","","","",
"일원2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","41","58","52","59","98","111","128","","","",
"일원2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","122","155","132","163","270","312","351","","","",
"일원2동","저소득노인","계","독거노인현황(성별)","","","95","15","91","291","8","91","37","","","",
"일원2동","저소득노인","남","독거노인현황(성별)","","","12","0","13","44","3","28","3","","","",
"일원2동","저소득노인","여","독거노인현황(성별)","","","83","15","78","247","5","63","34","","","",
"일원2동","일   반","계","독거노인현황(성별)","","","325","413","417","245","463","413","517","","","",
"일원2동","일   반","남","독거노인현황(성별)","","","63","75","88","57","87","68","108","","","",
"일원2동","일   반","여","독거노인현황(성별)","","","262","338","329","188","376","345","409","","","",
"수서동","합계","계","독거노인현황(성별)","","","984","1135","1235","1343","1529","1709","1904","3145","3410","4249",
"수서동","합계","남","독거노인현황(성별)","","","255","322","338","367","428","486","563","1032","1138","1433",
"수서동","합계","여","독거노인현황(성별)","","","729","813","897","976","1101","1223","1341","2113","2272","2816",
"수서동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","412","428","506","613","929","1087","1221","1067","1141","1651",
"수서동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","125","185","177","198","299","357","405","384","414","593",
"수서동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","287","243","329","415","630","730","816","683","727","1058",
"수서동","저소득노인","계","독거노인현황(성별)","","","98","7","94","404","12","140","55","27","57","298",
"수서동","저소득노인","남","독거노인현황(성별)","","","12","1","15","71","5","48","15","7","16","97",
"수서동","저소득노인","여","독거노인현황(성별)","","","86","6","79","333","7","92","40","20","41","201",
"수서동","일   반","계","독거노인현황(성별)","","","474","700","635","326","588","482","628","2051","2212","2300",
"수서동","일   반","남","독거노인현황(성별)","","","118","136","146","98","124","81","143","641","708","743",
"수서동","일   반","여","독거노인현황(성별)","","","356","564","489","228","464","401","485","1410","1504","1557",
"세곡동","합계","계","독거노인현황(성별)","","","748","766","836","954","1045","1152","1264","1718","1908","2500",
"세곡동","합계","남","독거노인현황(성별)","","","268","255","269","306","328","370","399","508","548","763",
"세곡동","합계","여","독거노인현황(성별)","","","480","511","567","648","717","782","865","1210","1360","1737",
"세곡동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","148","162","173","182","293","675","406","359","397","629",
"세곡동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","54","50","65","70","92","258","120","109","109","179",
"세곡동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","94","112","108","112","201","417","286","250","288","450",
"세곡동","저소득노인","계","독거노인현황(성별)","","","47","10","55","320","13","134","50","32","81","221",
"세곡동","저소득노인","남","독거노인현황(성별)","","","6","4","14","89","7","48","13","8","32","82",
"세곡동","저소득노인","여","독거노인현황(성별)","","","41","6","41","231","6","86","37","24","49","139",
"세곡동","일   반","계","독거노인현황(성별)","","","553","594","608","452","739","343","808","1327","1430","1650",
"세곡동","일   반","남","독거노인현황(성별)","","","208","201","190","147","229","64","266","391","407","502",
"세곡동","일   반","여","독거노인현황(성별)","","","345","393","418","305","510","279","542","936","1023","1148",
"압구정동","합계","계","독거노인현황(성별)","","","682","647","682","705","726","762","820","812","876","876",
"압구정동","합계","남","독거노인현황(성별)","","","161","159","170","173","176","186","211","197","224","210",
"압구정동","합계","여","독거노인현황(성별)","","","521","488","512","532","550","576","609","615","652","666",
"압구정동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","13","13","15","19","25","37","34","28","29","36",
"압구정동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","3","3","4","8","7","10","9","7","9","11",
"압구정동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","10","10","11","11","18","27","25","21","20","25",
"압구정동","저소득노인","계","독거노인현황(성별)","","","6","1","2","63","4","9","6","4","5","10",
"압구정동","저소득노인","남","독거노인현황(성별)","","","3","1","1","21","2","3","0","-","-","1",
"압구정동","저소득노인","여","독거노인현황(성별)","","","3","0","1","42","2","6","6","4","5","9",
"압구정동","일   반","계","독거노인현황(성별)","","","663","633","665","623","697","716","780","780","842","830",
"압구정동","일   반","남","독거노인현황(성별)","","","155","155","165","144","167","173","202","190","215","198",
"압구정동","일   반","여","독거노인현황(성별)","","","508","478","500","479","530","543","578","590","627","632",
"청담동","합계","계","독거노인현황(성별)","","","502","491","516","551","483","524","618","617","671","682",
"청담동","합계","남","독거노인현황(성별)","","","286","148","158","168","133","140","181","179","203","205",
"청담동","합계","여","독거노인현황(성별)","","","216","343","358","383","350","384","437","438","468","477",
"청담동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","21","21","29","28","47","55","52","47","40","63",
"청담동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","3","8","11","14","16","20","20","17","15","21",
"청담동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","18","13","18","14","31","35","32","30","25","42",
"청담동","저소득노인","계","독거노인현황(성별)","","","6","1","8","88","9","15","10","4","6","9",
"청담동","저소득노인","남","독거노인현황(성별)","","","3","0","3","27","4","6","6","2","2","1",
"청담동","저소득노인","여","독거노인현황(성별)","","","3","1","5","61","5","9","4","2","4","8",
"청담동","일   반","계","독거노인현황(성별)","","","475","469","479","435","427","454","556","566","625","610",
"청담동","일   반","남","독거노인현황(성별)","","","280","140","144","127","113","114","155","160","186","183",
"청담동","일   반","여","독거노인현황(성별)","","","195","329","335","308","314","340","401","406","439","427",
"대치2동","합계","계","독거노인현황(성별)","","","426","471","482","451","457","528","600","594","638","638",
"대치2동","합계","남","독거노인현황(성별)","","","108","128","133","124","132","173","184","152","166","152",
"대치2동","합계","여","독거노인현황(성별)","","","318","343","349","327","325","355","416","442","472","486",
"대치2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","20","24","20","25","41","49","49","33","37","48",
"대치2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","2","4","3","8","13","23","22","11","12","15",
"대치2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","18","20","17","17","28","26","27","22","25","33",
"대치2동","저소득노인","계","독거노인현황(성별)","","","7","3","14","56","8","9","5","4","7","11",
"대치2동","저소득노인","남","독거노인현황(성별)","","","2","1","3","23","1","1","0","-","2","2",
"대치2동","저소득노인","여","독거노인현황(성별)","","","5","2","11","33","7","8","5","4","5","9",
"대치2동","일   반","계","독거노인현황(성별)","","","399","444","448","370","408","470","546","557","594","579",
"대치2동","일   반","남","독거노인현황(성별)","","","104","123","127","93","118","149","162","141","152","135",
"대치2동","일   반","여","독거노인현황(성별)","","","295","321","321","277","290","321","384","416","442","444",
"개포2동","합계","계","독거노인현황(성별)","","","463","428","299","282","380","416","510","650","754","824",
"개포2동","합계","남","독거노인현황(성별)","","","109","101","80","78","98","108","142","170","222","231",
"개포2동","합계","여","독거노인현황(성별)","","","354","327","219","204","282","308","368","480","532","593",
"개포2동","국민기초생활보장 수급권자","계","독거노인현황(성별)","","","32","41","20","16","41","69","58","55","60","93",
"개포2동","국민기초생활보장 수급권자","남","독거노인현황(성별)","","","11","13","9","10","16","23","18","17","21","31",
"개포2동","국민기초생활보장 수급권자","여","독거노인현황(성별)","","","21","28","11","6","25","46","40","38","39","62",
