연번,시,구,동,도로명,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
1740,경상북도,영천시,화남면,천문로 1599,경북청,영천,화남,파출소,054-337-7212,경상북도 영천시 화남면 천문로 1599,경상북도 영천시 화남면 천문로 1599,370352.0,286081.0,정좌표,47230350271024118,새주소,경상북도 영천시 화남면 천문로 1599,경상북도 영천시 화남면 삼창리 241,388100,47230350000,화남면,47230350270,화남면 삼창리,경상북도 영천시 화남면 천문로 1599
1741,경상북도,영천시,북안면,운북로 2023,경북청,영천,북안,파출소,054-333-6912,경상북도 영천시 북안면 운북로 2023,경상북도 영천시 북안면 운북로 2023,381240.0,270456.0,정좌표,47230390341032118,새주소,경상북도 영천시 북안면 운북로 2023,경상북도 영천시 북안면 임포리 321-3,389070,47230390000,북안면,47230390340,북안면 임포리,경상북도 영천시 북안면 운북로 2023
1742,경상북도,영천시,대창면,금창로 674,경북청,영천,대창,파출소,054-335-4112,경상북도 영천시 대창면 금창로 674,경상북도 영천시 대창면 금창로 674,371130.0,265641.0,정좌표,47230400321074318,새주소,경상북도 영천시 대창면 금창로 674,경상북도 영천시 대창면 대창리 743-3,389110,47230400000,대창면,47230400320,대창면 대창리,경상북도 영천시 대창면 금창로 674
1743,경상북도,영천시,창신2길,13,경북청,영천,동부,지구대,054-334-3721,경상북도 영천시 창신2길13,경상북도 영천시 창신2길13,376417.0,278123.0,정좌표,47230102001041718,새주소,경상북도 영천시 창신2길 13,경상북도 영천시 망정동 417-42,388270,47230510000,동부동,47230102000,망정동,경상북도 영천시 창신2길 13
1744,경상북도,영천시,완산2길,43,경북청,영천,남부,지구대,054-334-2104,경상북도 영천시 완산2길 43,경상북도 영천시 완산2길 43,375010.0,275613.0,정좌표,47230113001072918,새주소,경상북도 영천시 완산2길 43,경상북도 영천시 완산동 729-7,388940,47230540000,완산동,47230113000,완산동,경상북도 영천시 완산2길 43
1745,경상북도,영천시,최무선로,303,경북청,영천,중앙,파출소,054-333-8112,경상북도 영천시 최무선로 303,경상북도 영천시 최무선로 303,374252.0,275893.0,정좌표,47230106001020718,새주소,경상북도 영천시 최무선로 303,경상북도 영천시 창구동 207-5,388490,47230520000,중앙동,47230106000,창구동,경상북도 영천시 최무선로 303
1746,경상북도,영천시,청통면,금송로 1025,경북청,영천,청통,파출소,054-335-1112,경상북도 영천시 청통면 금송로 1025 ,경상북도 영천시 청통면 금송로 1025 ,363991.0,278781.0,정좌표,47230310301003618,새주소,경상북도 영천시 청통면 금송로 1025,경상북도 영천시 청통면 치일리 36-2,388690,47230310000,청통면,47230310300,청통면 치일리,경상북도 영천시 청통면 금송로 1025
1747,경상북도,상주시,상서문로,63,경북청,상주,중앙,지구대,054-534-8920,경상북도 상주시 상서문로 63 ,경상북도 상주시 상서문로 63 ,303586.0,324449.0,정좌표,47250107001003618,새주소,경상북도 상주시 상서문로 63,경상북도 상주시 남성동 36-19,371990,47250520000,남원동,47250107000,남성동,경상북도 상주시 상서문로 63
1748,경상북도,상주시,중앙로,371,경북청,상주,동문,지구대,054-534-8922,경상북도 상주시 중앙로 371 ,경상북도 상주시 중앙로 371 ,305698.0,324795.0,정좌표,47250104001019318,새주소,경상북도 상주시 중앙로 371,경상북도 상주시 복룡동 193-12,372380,47250550000,동문동,47250104000,복룡동,경상북도 상주시 중앙로 371
1749,경상북도,상주시,모동면,용호1길 21,경북청,상주,모동,파출소,054-533-3112,경상북도 상주시 모동면 용호1길 21 ,경상북도 상주시 모동면 용호1길 21 ,286130.0,313568.0,정좌표,47250380231002618,새주소,경상북도 상주시 모동면 용호1길 21,경상북도 상주시 모동면 용호리 26-5,372710,47250380000,모동면,47250380230,모동면 용호리,경상북도 상주시 모동면 용호1길 21
1750,경상북도,상주시,화북면,문장로 1718,경북청,상주,화북,파출소,054-533-1112,경상북도 상주시 화북면 문장로 1718 ,경상북도 상주시 화북면 문장로 1718 ,282241.0,340526.0,정좌표,47250420211036218,새주소,경상북도 상주시 화북면 문장로 1718,경상북도 상주시 화북면 용유리 362-4,371020,47250420000,화북면,47250420210,화북면 용유리,경상북도 상주시 화북면 문장로 1718
1751,경상북도,상주시,은척면,봉중1길 6,경북청,상주,은척,파출소,054-541-7112,경상북도 상주시 은척면 봉중1길 6 ,경상북도 상주시 은척면 봉중1길 6 ,296083.0,337473.0,정좌표,4725044021103918,새주소,경상북도 상주시 은척면 봉중1길 6,경상북도 상주시 은척면 봉중리 390-2,371040,47250440000,은척면,47250440210,은척면 봉중리,경상북도 상주시 은척면 봉중1길 6
1752,경상북도,상주시,낙동면,영남제일로 105,경북청,상주,낙동,파출소,054-532-8112,경상북도 상주시 낙동면 영남제일로 105 ,경상북도 상주시 낙동면 영남제일로 105 ,316370.0,318972.0,정좌표,47250330221111918,새주소,경상북도 상주시 낙동면 영남제일로 105,경상북도 상주시 낙동면 낙동리 1119-2,372510,47250330000,낙동면,47250330220,낙동면 낙동리,경상북도 상주시 낙동면 영남제일로 105
1753,경상북도,상주시,화동면,이소1길 42,경북청,상주,화동,파출소,054-533-4112,경상북도 상주시 화동면 이소1길 42 ,경상북도 상주시 화동면 이소1길 42 ,285515.0,321327.0,정좌표,472504002110368118,새주소,경상북도 상주시 화동면 이소1길 42,경상북도 상주시 화동면 이소리 368-2,371460,47250400000,화동면,47250400210,화동면 이소리,경상북도 상주시 화동면 이소1길 42
1754,경상북도,상주시,사벌국면,덕담1길 59,경북청,상주,사벌국,파출소,054-532-1112,경상북도 상주시 사벌면 덕담1길 59 ,경상북도 상주시 사벌면 덕담1길 59 ,308321.0,330328.0,정좌표,4725032521103818,새주소,경상북도 상주시 사벌국면 덕담1길 59,경상북도 상주시 사벌국면 덕담리 380-4,371270,47250325000,사벌국면,47250325210,사벌국면 덕담리,경상북도 상주시 사벌국면 덕담1길 59
1755,경상북도,상주시,청리면,청리중앙로 166-10,경북청,상주,청리,파출소,054-532-6112,경상북도 상주시 청리면 청리중앙로 166-10 ,경상북도 상주시 청리면 청리중앙로 166-10 ,301432.0,316017.0,정좌표,47250340221089418,새주소,경상북도 상주시 청리면 청리중앙로 166-10,경상북도 상주시 청리면 월로리 894-2,372550,47250340000,청리면,47250340220,청리면 월로리,경상북도 상주시 청리면 청리중앙로 166-10
1756,경상북도,상주시,공성면,공성중앙로 99,경북청,상주,공성,파출소,054-532-4112,경상북도 상주시 공성면 공성중앙로 99 ,경상북도 상주시 공성면 공성중앙로 99 ,298168.0,309900.0,정좌표,47250350211016918,새주소,경상북도 상주시 공성면 공성중앙로 99,경상북도 상주시 공성면 옥산리 169-1,372670,47250350000,공성면,47250350210,공성면 옥산리,경상북도 상주시 공성면 공성중앙로 99
1757,경상북도,상주시,공검면,비재로 1288,경북청,상주,공검,파출소,054-541-2112,경상북도 상주시 공검면 비재로 1288 ,경상북도 상주시 공검면 비재로 1288 ,303521.0,335257.0,정좌표,47250450251088618,새주소,경상북도 상주시 공검면 비재로 1288,경상북도 상주시 공검면 양정리 886-9,371320,47250450000,공검면,47250450250,공검면 양정리,경상북도 상주시 공검면 비재로 1288
1758,경상북도,상주시,함창읍,함창중앙로 112,경북청,상주,함창,파출소,054-541-3112,경상북도 상주시 함창읍 함창중앙로 112 ,경상북도 상주시 함창읍 함창중앙로 112 ,305286.0,341483.0,정좌표,47250250211016518,새주소,경상북도 상주시 함창읍 함창중앙로 112,경상북도 상주시 함창읍 구향리 165-3,371160,47250250000,함창읍,47250250210,함창읍 구향리,경상북도 상주시 함창읍 함창중앙로 112
1759,경상북도,상주시,화서면,화령로 21,경북청,상주,화서,파출소,054-533-0112,경상북도 상주시 화서면 화령로 21 ,경상북도 상주시 화서면 화령로 21 ,285015.0,327482.0,정좌표,47250410211017118,새주소,경상북도 상주시 화서면 화령로 21,경상북도 상주시 화서면 신봉리 171-4,371390,47250410000,화서면,47250410210,화서면 신봉리,경상북도 상주시 화서면 화령로 21
1760,경상북도,문경시,농암면,농암길 78,경북청,문경,농암,파출소,054-550-7387,경상북도 문경시 농암면 농암길 78,경상북도 문경시 농암면 농암길 78,289628.0,344614.0,정좌표,47280370211016618,새주소,경상북도 문경시 농암면 농암길 78,경상북도 문경시 농암면 농암리 166-2,370000,47280370000,농암면,47280370210,농암면 농암리,경상북도 문경시 농암면 농암길 78
1761,경상북도,문경시,가은읍,가은로 137,경북청,문경,가은,파출소,054-550-7386,경상북도 문경시 가은읍 가은로 137,경상북도 문경시 가은읍 가은로 137,295051.0,349632.0,정좌표,47280253211033618,새주소,경상북도 문경시 가은읍 가은로 137,경상북도 문경시 가은읍 왕능리 336-4,369960,47280253000,가은읍,47280253210,가은읍 왕능리,경상북도 문경시 가은읍 가은로 137
1762,경상북도,문경시,산북면,강동로 14,경북청,문경,산북,파출소,054-550-7395,경상북도 문경시 산북면 강동로 14,경상북도 문경시 산북면 강동로 14,312645.0,351282.0,정좌표,4728034022100118,새주소,경상북도 문경시 산북면 강동로 14,경상북도 문경시 산북면 대상리 10-27,369100,47280340000,산북면,47280340220,산북면 대상리,경상북도 문경시 산북면 강동로 14
1763,경상북도,문경시,산양면,산양로 107,경북청,문경,산양,파출소,054-550-7396,경상북도 문경시 산양면 산양로 107,경상북도 문경시 산양면 산양로 107,312535.0,346286.0,정좌표,47280320291005718,새주소,경상북도 문경시 산양면 산양로 107,경상북도 문경시 산양면 불암리 57-7,369350,47280320000,산양면,47280320290,산양면 불암리,경상북도 문경시 산양면 산양로 107
1764,경상북도,문경시,돈달로,142,경북청,문경,점촌,파출소,054-550-7302,경상북도 문경시 돈달로 142 ,경상북도 문경시 돈달로 142 ,307379.0,345180.0,정좌표,47280103001071618,새주소,경상북도 문경시 돈달로 142,경상북도 문경시 흥덕동 716-14,369660,47280590000,점촌3동,47280103000,흥덕동,경상북도 문경시 돈달로 142
1765,경상북도,문경시,모전로,144,경북청,문경,남부,파출소,054-550-7303,경상북도 문경시 모전로 144,경상북도 문경시 모전로 144,306323.0,344291.0,정좌표,47280110001095918,새주소,경상북도 문경시 모전로 144,경상북도 문경시 모전동 959-9,369560,47280610000,점촌5동,47280110000,모전동,경상북도 문경시 모전로 144
1766,경상북도,문경시,문경읍,문희로 61,경북청,문경,문경,파출소,054-550-7385,경상북도 문경시 문경읍 문희로 61,경상북도 문경시 문경읍 문희로 61,298819.0,360150.0,정좌표,47280250211045418,새주소,경상북도 문경시 문경읍 문희로 61,경상북도 문경시 문경읍 상리 454-4,369160,47280250000,문경읍,47280250210,문경읍 상리,경상북도 문경시 문경읍 문희로 61
1767,경상북도,문경시,호계면,문경대로 1768,경북청,문경,마성,파출소,054-550-7398,경상북도 문경시 호계면 문경대로 1768,경상북도 문경시 호계면 문경대로 1768,302735.0,350100.0,도로중심좌표,472800,새주소,경상북도 문경시 호계면 문경대로 1768,경상북도 문경시 호계면,,47280330000,호계면,47280330000,호계면,경상북도 문경시 호계면 문경대로 1768
1768,경상북도,칠곡군,왜관읍,2번도로길 33,경북청,칠곡,왜관,지구대,054-974-2228,경상북도 칠곡군 왜관읍 2번도로길 33,경상북도 칠곡군 왜관읍 2번도로길 33,325941.0,277605.0,정좌표,47850250211026518,새주소,경상북도 칠곡군 왜관읍 2번도로길 33,경상북도 칠곡군 왜관읍 왜관리 265,398930,47850250000,왜관읍,47850250210,왜관읍 왜관리,경상북도 칠곡군 왜관읍 2번도로길 33
1769,경상북도,칠곡군,석적읍,석적로 965,경북청,칠곡,석적,지구대,054-974-2112,경상북도 칠곡군 석적읍 석적로 965,경상북도 칠곡군 석적읍 석적로 965,325503.0,287115.0,정좌표,47850256231074918,새주소,경상북도 칠곡군 석적읍 석적로 965,경상북도 칠곡군 석적읍 남율리 749,398420,47850256000,석적읍,47850256230,석적읍 남율리,경상북도 칠곡군 석적읍 석적로 965
1770,경상북도,칠곡군,북삼읍,인평1길 2,경북청,칠곡,북삼,지구대,054-972-0112,경상북도 칠곡군 북삼읍 인평1길 2,경상북도 칠곡군 북삼읍 인평1길 2,320961.0,285532.0,정좌표,47850253251036718,새주소,경상북도 칠곡군 북삼읍 인평1길 2,경상북도 칠곡군 북삼읍 인평리 367-5,398080,47850253000,북삼읍,47850253250,북삼읍 인평리,경상북도 칠곡군 북삼읍 인평1길 2
1771,경상북도,칠곡군,동명면,금암중앙길 21,경북청,칠곡,동명,파출소,054-976-8112,경상북도 칠곡군 동명면 금암중앙길 21,경상북도 칠곡군 동명면 금암중앙길 21,340058.0,276712.0,정좌표,47850320311000118,새주소,경상북도 칠곡군 동명면 금암중앙길 21,경상북도 칠곡군 동명면 송산리 1-3,398590,47850320000,동명면,47850320310,동명면 송산리,경상북도 칠곡군 동명면 금암중앙길 21
1772,경상북도,칠곡군,지천면,신동로 154,경북청,칠곡,지천,파출소,054-972-2112,경상북도 칠곡군 지천면 신동로 154,경상북도 칠곡군 지천면 신동로 154,334281.0,273884.0,정좌표,47850310361040218,새주소,경상북도 칠곡군 지천면 신동로 154,경상북도 칠곡군 지천면 신리 402-5,398640,47850310000,지천면,47850310360,지천면 신리,경상북도 칠곡군 지천면 신동로 154
1773,경상북도,칠곡군,동명면,경북대로 1576,경북청,칠곡,가산,파출소,054-975-8112,경상북도 칠곡군 동명면 경북대로 1576,경상북도 칠곡군 동명면 경북대로 1576,339622.0,278668.0,도로중심좌표,478500,새주소,경상북도 칠곡군 동명면 경북대로 1576,경상북도 칠곡군 동명면,,47850320000,동명면,47850320000,동명면,경상북도 칠곡군 동명면 경북대로 1576
1774,경상북도,칠곡군,약목면,약목로3길 12,경북청,칠곡,약목,파출소,054-975-0112,경상북도 칠곡군 약목면 약목로3길 12 ,경상북도 칠곡군 약목면 약목로3길 12 ,322925.0,282306.0,정좌표,47850360281097318,새주소,경상북도 칠곡군 약목면 약목로3길 12,경상북도 칠곡군 약목면 복성리 973-1,398250,47850360000,약목면,47850360280,약목면 복성리,경상북도 칠곡군 약목면 약목로3길 12
1775,경상북도,의성군,의성읍,충효로 65,경북청,의성,의성,지구대,054-833-1112,경상북도 의성군 의성읍 충효로 65,경상북도 의성군 의성읍 충효로 65,352804.0,318347.0,정좌표,47730250231064218,새주소,경상북도 의성군 의성읍 충효로 65,경상북도 의성군 의성읍 상리리 642-5,373390,47730250000,의성읍,47730250230,의성읍 상리리,경상북도 의성군 의성읍 충효로 65
1776,경상북도,의성군,안평면,안평의성로 1,경북청,의성,안평,파출소,054-832-5112,경상북도 의성군 안평면 안평의성로 1,경상북도 의성군 안평면 안평의성로 1,341749.0,320727.0,정좌표,477304603610918,새주소,경상북도 의성군 안평면 안평의성로 1,경상북도 의성군 안평면 박곡리 900-7,373180,47730460000,안평면,47730460360,안평면 박곡리,경상북도 의성군 안평면 안평의성로 1
1777,경상북도,의성군,단밀면,주속길 70,경북청,의성,단밀,파출소,054-862-0112,경상북도 의성군 단밀면 주속길 70,경상북도 의성군 단밀면 주속길 70,324025.0,320393.0,정좌표,4773041029101618,새주소,경상북도 의성군 단밀면 주속길 70,경상북도 의성군 단밀면 속암리 160-2,373740,47730410000,단밀면,47730410290,단밀면 속암리,경상북도 의성군 단밀면 주속길 70
1778,경상북도,의성군,봉양면,도리원1길 53,경북청,의성,봉양,파출소,054-832-2112,경상북도 의성군 봉양면 도리원1길 53,경상북도 의성군 봉양면 도리원1길 53,341793.0,312093.0,정좌표,47730380401013418,새주소,경상북도 의성군 봉양면 도리원1길 53,경상북도 의성군 봉양면 화전리 134-3,373620,47730380000,봉양면,47730380400,봉양면 화전리,경상북도 의성군 봉양면 도리원1길 53
1779,경상북도,의성군,안계면,안계길 143,경북청,의성,안계,파출소,054-861-0112,경상북도 의성군 안계면 안계길 143,경상북도 의성군 안계면 안계길 143,328839.0,321365.0,정좌표,47730430301083318,새주소,경상북도 의성군 안계면 안계길 143,경상북도 의성군 안계면 용기리 833-4,373130,47730430000,안계면,47730430300,안계면 용기리,경상북도 의성군 안계면 안계길 143
1780,경상북도,의성군,춘산면,금성현서로 1491,경북청,의성,춘산,파출소,054-832-8112,경상북도 의성군 춘산면 금성현서로 1491,경상북도 의성군 춘산면 금성현서로 1491,362936.0,305628.0,정좌표,47730350291031618,새주소,경상북도 의성군 춘산면 금성현서로 1491,경상북도 의성군 춘산면 옥정리 316-14,373480,47730350000,춘산면,47730350290,춘산면 옥정리,경상북도 의성군 춘산면 금성현서로 1491
1781,경상북도,의성군,금성면,탑리길 55,경북청,의성,금성,파출소,054-832-3112,경상북도 의성군 금성면 탑리길 55,경상북도 의성군 금성면 탑리길 55,351022.0,307433.0,정좌표,47730370371006618,새주소,경상북도 의성군 금성면 탑리길 55,경상북도 의성군 금성면 대리리 66-6,373560,47730370000,금성면,47730370370,금성면 대리리,경상북도 의성군 금성면 탑리길 55
1782,경상북도,의성군,옥산면,신감옥산로 1228-3,경북청,의성,옥산,파출소,054-833-3112,경상북도 의성군 옥산면 신감옥산로 1228-3,경상북도 의성군 옥산면 신감옥산로 1228-3,361879.0,323027.0,정좌표,4773033032102418,새주소,경상북도 의성군 옥산면 신감옥산로 1228-3,경상북도 의성군 옥산면 정자리 240-1,373240,47730330000,옥산면,47730330320,옥산면 정자리,경상북도 의성군 옥산면 신감옥산로 1228-3
1783,경상북도,의성군,다인면,서릉길 62,경북청,의성,다인,파출소,054-861-5112,경상북도 의성군 다인면 서릉길 62,경상북도 의성군 다인면 서릉길 62,321444.0,328373.0,정좌표,4773044036101118,새주소,경상북도 의성군 다인면 서릉길 62,경상북도 의성군 다인면 서릉리 110-3,373030,47730440000,다인면,47730440360,다인면 서릉리,경상북도 의성군 다인면 서릉길 62
1784,경상북도,청도군,풍각면,헐티로 212,경북청,청도,풍각,파출소,054-372-2112,경상북도 청도군 풍각면 헐티로 212 ,경상북도 청도군 풍각면 헐티로 212 ,346476.0,239206.0,정좌표,47820320331059218,새주소,경상북도 청도군 풍각면 헐티로 212,경상북도 청도군 풍각면 송서리 592-1,383080,47820320000,풍각면,47820320330,풍각면 송서리,경상북도 청도군 풍각면 헐티로 212
1785,경상북도,청도군,이서면,학산1길 48,경북청,청도,이서,파출소,054-372-4112,경상북도 청도군 이서면 학산1길 48 ,경상북도 청도군 이서면 학산1길 48 ,350899.0,241602.0,정좌표,47820340441017618,새주소,경상북도 청도군 이서면 학산1길 48,경상북도 청도군 이서면 학산리 176-1,383170,47820340000,이서면,47820340440,이서면 학산리,경상북도 청도군 이서면 학산1길 48
1786,경상북도,청도군,청도읍,청화로 194,경북청,청도,중앙,파출소,054-373-3112,경상북도 청도군 청도읍 청화로 194,경상북도 청도군 청도읍 청화로 194,358025.0,239359.0,정좌표,47820253211096918,새주소,경상북도 청도군 청도읍 청화로 194,경상북도 청도군 청도읍 고수리 969-54,383410,47820253000,청도읍,47820253210,청도읍 고수리,경상북도 청도군 청도읍 청화로 194
1787,경상북도,청도군,화양읍,도주관로 142,경북청,청도,화양,파출소,054-373-4112,경상북도 청도군 화양읍 도주관로 142 ,경상북도 청도군 화양읍 도주관로 142 ,354353.0,240021.0,정좌표,47820250221028418,새주소,경상북도 청도군 화양읍 도주관로 142,경상북도 청도군 화양읍 서상리 284,383340,47820250000,화양읍,47820250220,화양읍 서상리,경상북도 청도군 화양읍 도주관로 142
1788,경상북도,청도군,금천면,금천로 46,경북청,청도,금천,파출소,054-372-3112,경상북도 청도군 금천면 금천로 46,경상북도 청도군 금천면 금천로 46,371115.0,245305.0,정좌표,47820360311078618,새주소,경상북도 청도군 금천면 금천로 46,경상북도 청도군 금천면 동곡리 786-11,383620,47820360000,금천면,47820360310,금천면 동곡리,경상북도 청도군 금천면 금천로 46
1789,경상북도,청도군,매전면,청려로 3711,경북청,청도,매전,파출소,054-372-5112,경상북도 청도군 매전면 청려로 3711 ,경상북도 청도군 매전면 청려로 3711 ,368069.0,242488.0,정좌표,47820370441018318,새주소,경상북도 청도군 매전면 청려로 3711,경상북도 청도군 매전면 동산리 183-1,383540,47820370000,매전면,47820370440,매전면 동산리,경상북도 청도군 매전면 청려로 3711
1790,경상북도,영덕군,남정면,진불길 29,경북청,영덕,남정,파출소,054-732-4113,경상북도 영덕군 남정면 진불길 29,경상북도 영덕군 남정면 진불길 29,413080.0,311906.0,정좌표,47770320361022418,새주소,경상북도 영덕군 남정면 진불길 29,경상북도 영덕군 남정면 장사리 224-1,364630,47770320000,남정면,47770320360,남정면 장사리,경상북도 영덕군 남정면 진불길 29
1791,경상북도,영덕군,영덕읍,중앙길 89,경북청,영덕,영덕,파출소,054-734-3820,경상북도 영덕군 영덕읍 중앙길 89,경상북도 영덕군 영덕읍 중앙길 89,412543.0,325906.0,정좌표,47770250231000518,새주소,경상북도 영덕군 영덕읍 중앙길 89,경상북도 영덕군 영덕읍 남석리 5-8,364360,47770250000,영덕읍,47770250230,영덕읍 남석리,경상북도 영덕군 영덕읍 중앙길 89
1792,경상북도,영덕군,강구면,동해대로 4482,경북청,영덕,강구,파출소,054-733-4112,경상북도 영덕군 강구면 동해대로 4482,경상북도 영덕군 강구면 동해대로 4482,413627.0,320037.0,정좌표,47770310321007518,새주소,경상북도 영덕군 강구면 동해대로 4482,경상북도 영덕군 강구면 오포리 75-1,364590,47770310000,강구면,47770310320,강구면 오포리,경상북도 영덕군 강구면 동해대로 4482
1793,경상북도,영덕군,영해면,예주2길 9,경북청,영덕,영해,파출소,054-732-1112,경상북도 영덕군 영해면 예주2길 9,경상북도 영덕군 영해면 예주2길 9,415543.0,340008.0,정좌표,47770360301067218,새주소,경상북도 영덕군 영해면 예주2길 9,경상북도 영덕군 영해면 성내리 672-3,364130,47770360000,영해면,47770360300,영해면 성내리,경상북도 영덕군 영해면 예주2길 9
1794,경상북도,영덕군,축산면,영덕대게로 2049,경북청,영덕,축산,파출소,054-732-5112,경상북도 영덕군 축산면 영덕대게로 2049,경상북도 영덕군 축산면 영덕대게로 2049,418710.0,336590.0,정좌표,47770350321042618,새주소,경상북도 영덕군 축산면 영덕대게로 2049,경상북도 영덕군 축산면 축산리 426-15,364210,47770350000,축산면,47770350320,축산면 축산리,경상북도 영덕군 축산면 영덕대게로 2049
1795,경상북도,영덕군,병곡면,병곡길 62,경북청,영덕,병곡,파출소,054-732-2112,경상북도 영덕군 병곡면 병곡길 62,경상북도 영덕군 병곡면 병곡길 62,415663.0,347177.0,정좌표,4777037038100718,새주소,경상북도 영덕군 병곡면 병곡길 62,경상북도 영덕군 병곡면 병곡리 70-1,364040,47770370000,병곡면,47770370380,병곡면 병곡리,경상북도 영덕군 병곡면 병곡길 62
1796,경상북도,울진군,기성면,기성로 667,경북청,울진,기성,파출소,054-785-0316,경상북도 울진군 기성면 기성로 667 ,경상북도 울진군 기성면 기성로 667 ,418859.0,369195.0,정좌표,47930350211008718,새주소,경상북도 울진군 기성면 기성로 667,경상북도 울진군 기성면 척산리 87,363480,47930350000,기성면,47930350210,기성면 척산리,경상북도 울진군 기성면 기성로 667
1797,경상북도,울진군,북면,울진북로 2080,경북청,울진,북면,파출소,054-785-0312,경상북도 울진군 북면 울진북로 2080 ,경상북도 울진군 북면 울진북로 2080 ,410910.0,402670.0,정좌표,47930310211014618,새주소,경상북도 울진군 북면 울진북로 2080,경상북도 울진군 북면 부구리 146-17,363050,47930310000,북면,47930310210,북면 부구리,경상북도 울진군 북면 울진북로 2080
1798,경상북도,울진군,죽변면,죽변중앙로 159,경북청,울진,죽변,파출소,054-785-0302,경상북도 울진군 죽변면 죽변중앙로 159,경상북도 울진군 죽변면 죽변중앙로 159,415341.0,398070.0,정좌표,47930370211035118,새주소,경상북도 울진군 죽변면 죽변중앙로 159,경상북도 울진군 죽변면 죽변리 351,363150,47930370000,죽변면,47930370210,죽변면 죽변리,경상북도 울진군 죽변면 죽변중앙로 159
1799,경상북도,울진군,울진읍,읍내10길 20,경북청,울진,울진,파출소,054-785-0301,경상북도 울진군 울진읍 읍내10길 20 ,경상북도 울진군 울진읍 읍내10길 20 ,413841.0,390997.0,정좌표,47930250211055618,새주소,경상북도 울진군 울진읍 읍내10길 20,경상북도 울진군 울진읍 읍내리 556-5,363240,47930250000,울진읍,47930250210,울진읍 읍내리,경상북도 울진군 울진읍 읍내10길 20
1800,경상북도,울진군,근남면,울진북로 147,경북청,울진,근남,파출소,054-785-0313,경상북도 울진군 근남면 울진북로 147 ,경상북도 울진군 근남면 울진북로 147 ,413318.0,387280.0,정좌표,47930330211032618,새주소,경상북도 울진군 근남면 울진북로 147,경상북도 울진군 근남면 노음리 326-17,363340,47930330000,근남면,47930330210,근남면 노음리,경상북도 울진군 근남면 울진북로 147
1801,경상북도,울진군,후포면,울진대게로 34-8,경북청,울진,후포,파출소,054-785-0318,경상북도 울진군 후포면 울진대게로 34-8,경상북도 울진군 후포면 울진대게로 34-8,418329.0,355596.0,정좌표,47930380221016918,새주소,경상북도 울진군 후포면 울진대게로 34-8,경상북도 울진군 후포면 삼율리 169-7,363700,47930380000,후포면,47930380220,후포면 삼율리,경상북도 울진군 후포면 울진대게로 34-8
1802,경상북도,울진군,평해읍,평해로 61,경북청,울진,평해,파출소,054-785-0320,경상북도 울진군 평해읍 평해로 61,경상북도 울진군 평해읍 평해로 61,418046.0,361079.0,정좌표,47930253211082318,새주소,경상북도 울진군 평해읍 평해로 61,경상북도 울진군 평해읍 평해리 823-5,363660,47930253000,평해읍,47930253210,평해읍 평해리,경상북도 울진군 평해읍 평해로 61
1803,경상북도,울진군,금강송면,불영계곡로 1723,경북청,울진,금강송,파출소,054-785-0314,경상북도 울진군 금강송면 불영계곡로 1723 ,경상북도 울진군 금강송면 불영계곡로 1723 ,400349.0,383989.0,정좌표,47930390211019418,새주소,경상북도 울진군 금강송면 불영계곡로 1723,경상북도 울진군 금강송면 삼근리 194-1,363010,47930390000,금강송면,47930390210,금강송면 삼근리,경상북도 울진군 금강송면 불영계곡로 1723
1804,경상북도,봉화군,석포면,석포로1길 6,경북청,봉화,석포,파출소,054-672-6112,경상북도 봉화군 석포면 석포로1길 6,경상북도 봉화군 석포면 석포로1길 6,383406.0,395638.0,정좌표,47920390211056918,새주소,경상북도 봉화군 석포면 석포로1길 6,경상북도 봉화군 석포면 석포리 569-3,362720,47920390000,석포면,47920390210,석포면 석포리,경상북도 봉화군 석포면 석포로1길 6
1805,경상북도,봉화군,춘양면,의양로 54,경북청,봉화,춘양,파출소,054-672-3112,경상북도 봉화군 춘양면 의양로 54,경상북도 봉화군 춘양면 의양로 54,370357.0,383419.0,정좌표,47920340211035118,새주소,경상북도 봉화군 춘양면 의양로 54,경상북도 봉화군 춘양면 의양리 351-2,362160,47920340000,춘양면,47920340210,춘양면 의양리,경상북도 봉화군 춘양면 의양로 54
1806,경상북도,봉화군,소천면,소천로 1259,경북청,봉화,소천,파출소,054-672-7112,경상북도 봉화군 소천면 소천로 1259,경상북도 봉화군 소천면 소천로 1259,378240.0,383920.0,정좌표,47920350211068718,새주소,경상북도 봉화군 소천면 소천로 1259,경상북도 봉화군 소천면 현동리 687-3,362660,47920350000,소천면,47920350210,소천면 현동리,경상북도 봉화군 소천면 소천로 1259
1807,경상북도,봉화군,명호면,노루목재길 24,경북청,봉화,명호,파출소,054-672-1112,경상북도 봉화군 명호면 노루목재길 24,경상북도 봉화군 명호면 노루목재길 24,369212.0,374403.0,정좌표,479203702110240118,새주소,경상북도 봉화군 명호면 노루목재길 24,경상북도 봉화군 명호면 도천리 240-7,362520,47920370000,명호면,47920370210,명호면 도천리,경상북도 봉화군 명호면 노루목재길 24
