연번,시,구,동,도로명,시도청,경찰서,치안센터명,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
604,경상남도,거창군,가북면,용암로 19,경남청,거창서,가북치안센터,경남 거창군 가북면 용암로 19,경남 거창군 가북면 용암로 19,289786,251925,정좌표,48880410221188618,새주소,경상남도 거창군 가북면 용암로 19,경상남도 거창군 가북면 우혜리 1886-2,501170,48880410000,가북면,48880410220,가북면 우혜리,경상남도 거창군 가북면 용암로 19
605,경상남도,거창군,주상면,당대고개길 3,경남청,거창서,주상치안센터,경남 거창군 주상면 당대고개길 3,경남 거창군 주상면 당대고개길 3,282540,250377,정좌표,48880310241065718,새주소,경상남도 거창군 주상면 당대고개길 3,경상남도 거창군 주상면 도평리 657,501150,48880310000,주상면,48880310240,주상면 도평리,경상남도 거창군 주상면 당대고개길 3
606,경상남도,거창군,남하면,영서로 81,경남청,거창서,남하치안센터, 경남 거창군 남하면 영서로 81,경남 거창군 남하면 영서로 81,285445,240890,정좌표,48880380211111618,새주소,경상남도 거창군 남하면 영서로 81,경상남도 거창군 남하면 무릉리 1116-1,501230,48880380000,남하면,48880380210,남하면 무릉리,경상남도 거창군 남하면 영서로 81
607,경상남도,합천군,율곡면,대야로 1459,경남청,합천서,율곡치안센터,경남 합천군 율곡면 대야로 1459,경남 합천군 율곡면 대야로 1459,307898,234859,정좌표,48890350281005618,새주소,경상남도 합천군 율곡면 대야로 1459,경상남도 합천군 율곡면 율진리 56,502420,48890350000,율곡면,48890350280,율곡면 율진리,경상남도 합천군 율곡면 대야로 1459
608,경상남도,합천군,대양면,대야로 270,경남청,합천서,대양치안센터,경남 합천군 대양면 대야로 270,경남 합천군 대양면 대야로 270,306442,224710,정좌표,48890410251066518,새주소,경상남도 합천군 대양면 대야로 270,경상남도 합천군 대양면 덕정리 665-9,502400,48890410000,대양면,48890410250,대양면 덕정리,경상남도 합천군 대양면 대야로 270
609,경상남도,합천군,적중면,적중로 92,경남청,합천서,적중치안센터,경남 합천군 적중면 적중로 92,경남 합천군 적중면 적중로 92,315828,228355,정좌표,4889040028108318,새주소,경상남도 합천군 적중면 적중로 92,경상남도 합천군 적중면 상부리 830-3,502470,48890400000,적중면,48890400280,적중면 상부리,경상남도 합천군 적중면 적중로 92
610,경상남도,합천군,쌍책면,성산큰길 44,경남청,합천서,쌍책치안센터,경남 합천군 쌍책면 성산큰길 44,경남 합천군 쌍책면 성산큰길 44,316212,231399,정좌표,48890370271063418,새주소,경상남도 합천군 쌍책면 성산큰길 44,경상남도 합천군 쌍책면 성산리 634-1,502520,48890370000,쌍책면,48890370270,쌍책면 성산리,경상남도 합천군 쌍책면 성산큰길 44
611,경상남도,합천군,용주면,황계폭포로 1151,경남청,합천서,용주치안센터,경남 합천군 용주면 황계폭포로 1151,경남 합천군 용주면 황계폭포로 1151,300850,227281,정좌표,48890460281041918,새주소,경상남도 합천군 용주면 황계폭포로 1151,경상남도 합천군 용주면 용지리 419,502130,48890460000,용주면,48890460280,용주면 용지리,경상남도 합천군 용주면 황계폭포로 1151
612,경상남도,합천군,청덕면,동부로 1707,경남청,합천서,청덕치안센터,경남 합천군 청덕면 동부로 1707,경남 합천군 청덕면 동부로 1707,319376,229356,정좌표,48890390231031518,새주소,경상남도 합천군 청덕면 동부로 1707,경상남도 합천군 청덕면 두곡리 315-5,502530,48890390000,청덕면,48890390230,청덕면 두곡리,경상남도 합천군 청덕면 동부로 1707
613,경상남도,합천군,덕곡면,율지포두길 5,경남청,합천서,덕곡치안센터,경남 합천군 덕곡면 율지포두길 5,경남 합천군 덕곡면 율지포두길 5,322967,235972,정좌표,48890380251028518,새주소,경상남도 합천군 덕곡면 율지포두길 5,경상남도 합천군 덕곡면 율지리 285-12,502480,48890380000,덕곡면,48890380250,덕곡면 율지리,경상남도 합천군 덕곡면 율지포두길 5
614,경상남도,합천군,쌍백면,쌍백중앙로 52,경남청,합천서,쌍백치안센터,경남 합천군 쌍백면 쌍백중앙로 52,경남 합천군 쌍백면 쌍백중앙로 52,303930,216243,정좌표,48890420231053718,새주소,경상남도 합천군 쌍백면 쌍백중앙로 52,경상남도 합천군 쌍백면 평구리 537-6,502180,48890420000,쌍백면,48890420230,쌍백면 평구리,경상남도 합천군 쌍백면 쌍백중앙로 52
615,경상남도,합천군,묘산면,묘산로 167-1,경남청,합천서,묘산치안센터,경남 합천군 묘산면 묘산로 167-1,경남 합천군 묘산면 묘산로 167-1,300702,240377,정좌표,48890320281003818,새주소,경상남도 합천군 묘산면 묘산로 167-1,경상남도 합천군 묘산면 산제리 38-6,502090,48890320000,묘산면,48890320280,묘산면 산제리,경상남도 합천군 묘산면 묘산로 167-1
616,경상남도,합천군,가회면,황매산로 48,경남청,합천서,가회치안센터,경남 합천군 가회면 황매산로 48,경남 합천군 가회면 황매산로 48,293776,215488,정좌표,4889044026104418,새주소,경상남도 합천군 가회면 황매산로 48,경상남도 합천군 가회면 덕촌리 440-6,502260,48890440000,가회면,48890440260,가회면 덕촌리,경상남도 합천군 가회면 황매산로 48
617,경상남도,합천군,가야면,가야산로 1810,경남청,합천서,해인치안센터,경남 합천군 가야면 가야산로 1810,경남 합천군 가야면 가야산로 1810,298308,255234,정좌표,48890330342002118,새주소,경상남도 합천군 가야면 가야산로 1810,경상남도 합천군 가야면 치인리 산 21-1,502000,48890330000,가야면,48890330340,가야면 치인리,경상남도 합천군 가야면 가야산로 1810
618,경상남도,창녕군,장마면,강리길 30,경남청,창녕서,장마치안센터,경남 창녕군 장마면 강리길 30,경남 창녕군 장마면 강리길 30,333700,218599,정좌표,48740390211095618,새주소,경상남도 창녕군 장마면 강리길 30,경상남도 창녕군 장마면 강리 956-4,503410,48740390000,장마면,48740390210,장마면 강리,경상남도 창녕군 장마면 강리길 30
619,경상남도,창녕군,도천면,영산도천로 348,경남청,창녕서,도천치안센터,경남 창녕군 도천면 영산도천로 348,경남 창녕군 도천면 영산도천로 348,337600,216148,정좌표,48740400211103218,새주소,경상남도 창녕군 도천면 영산도천로 348,경상남도 창녕군 도천면 도천리 1032-4,503490,48740400000,도천면,48740400210,도천면 도천리,경상남도 창녕군 도천면 영산도천로 348
620,경상남도,창녕군,길곡면,낙동로 1504,경남청,창녕서,길곡치안센터,경남 창녕군 길곡면 낙동로 1504,경남 창녕군 길곡면 낙동로 1504,342533,210666,정좌표,48740410211052718,새주소,경상남도 창녕군 길곡면 낙동로 1504,경상남도 창녕군 길곡면 증산리 527-1,503630,48740410000,길곡면,48740410210,길곡면 증산리,경상남도 창녕군 길곡면 낙동로 1504
621,경상남도,창녕군,성산면,성산로 249,경남청,창녕서,성산치안센터,경남 창녕군 성산면 성산로 249,경남 창녕군 성산면 성산로 249,335302,237522,정좌표,48740320211013118,새주소,경상남도 창녕군 성산면 성산로 249,경상남도 창녕군 성산면 냉천리 131-2,503130,48740320000,성산면,48740320210,성산면 냉천리,경상남도 창녕군 성산면 성산로 249
622,경상남도,창녕군,고암면,창밀로 388,경남청,창녕서,고암치안센터,경남 창녕군 고암면 창밀로 388,경남 창녕군 고암면 창밀로 388,336996,231727,정좌표,48740310261100118,새주소,경상남도 창녕군 고암면 창밀로 388,경상남도 창녕군 고암면 우천리 1001-2,503150,48740310000,고암면,48740310260,고암면 우천리,경상남도 창녕군 고암면 창밀로 388
623,경상남도,고성군,대가면,유흥3길 14,경남청,고성서,대가치안센터,고성군 대가면 유흥3길 14,고성군 대가면 유흥3길 14,318390,169393,정좌표,48820350241073618,새주소,경상남도 고성군 대가면 유흥3길 14,경상남도 고성군 대가면 유흥리 736-16,529280,48820350000,대가면,48820350240,대가면 유흥리,경상남도 고성군 대가면 유흥3길 14
624,경상남도,고성군,삼산면,공룡로 2141-5,경남청,고성서,삼산치안센터,고성군 삼산면 공룡로 2141-5,고성군 삼산면 공룡로 2141-5,316325,160509,정좌표,48820310231026718,새주소,경상남도 고성군 삼산면 공룡로 2141-5,경상남도 고성군 삼산면 미룡리 267-11,529590,48820310000,삼산면,48820310230,삼산면 미룡리,경상남도 고성군 삼산면 공룡로 2141-5
625,경상남도,고성군,마암면,옥천로 233-10,경남청,고성서,마암치안센터,고성군 마암면 옥천로 233-10,고성군 마암면 옥천로 233-10,321974,173669,정좌표,48820410251046218,새주소,경상남도 고성군 마암면 옥천로 233-10,경상남도 고성군 마암면 도전리 462-14,529110,48820410000,마암면,48820410250,마암면 도전리,경상남도 고성군 마암면 옥천로 233-10
626,경상남도,고성군,구만면,영회로 1769,경남청,고성서,구만치안센터,고성군 구만면 영회로 1769,고성군 구만면 영회로 1769,321666,177323,정좌표,48820390211083818,새주소,경상남도 고성군 구만면 영회로 1769,경상남도 고성군 구만면 효락리 838-1,529080,48820390000,구만면,48820390210,구만면 효락리,경상남도 고성군 구만면 영회로 1769
627,경상남도,고성군,하일면,공룡로 1040,경남청,고성서,하일치안센터,고성군 하일면 공룡로 1040,고성군 하일면 공룡로 1040,309369,161024,정좌표,48820320211034818,새주소,경상남도 고성군 하일면 공룡로 1040,경상남도 고성군 하일면 학림리 348-3,529560,48820320000,하일면,48820320210,하일면 학림리,경상남도 고성군 하일면 공룡로 1040
628,경상남도,고성군,개천면,옥천로 1274,경남청,고성서,개천치안센터,고성군 개천면 옥천로 1274,고성군 개천면 옥천로 1274,314731,178436,정좌표,48820380271062718,새주소,경상남도 고성군 개천면 옥천로 1274,경상남도 고성군 개천면 명성리 627-1,529040,48820380000,개천면,48820380270,개천면 명성리,경상남도 고성군 개천면 옥천로 1274
629,경상남도,고성군,영현면,대가로 1677,경남청,고성서,영현치안센터,고성군 영현면 대가로 1677,고성군 영현면 대가로 1677,309929,173446,정좌표,48820360211035518,새주소,경상남도 고성군 영현면 대가로 1677,경상남도 고성군 영현면 침점리 355-1,529060,48820360000,영현면,48820360210,영현면 침점리,경상남도 고성군 영현면 대가로 1677
630,경상남도,하동군,적량면,대티길 1,경남청,하동서,적량치안센터,하동군 적량면 대티길 1,하동군 적량면 대티길 1,270722,176331,정좌표,48850330211006618,새주소,경상남도 하동군 적량면 대티길 1,경상남도 하동군 적량면 관리 66-1,523210,48850330000,적량면,48850330210,적량면 관리,경상남도 하동군 적량면 대티길 1
631,경상남도,하동군,청암면,청학로 668,경남청,하동서,청암치안센터,하동군 청암면 청학로 668,하동군 청암면 청학로 668,272785,184391,정좌표,48850400211056318,새주소,경상남도 하동군 청암면 청학로 668,경상남도 하동군 청암면 평촌리 563,523100,48850400000,청암면,48850400210,청암면 평촌리,경상남도 하동군 청암면 청학로 668
632,경상남도,하동군,북천면,경서대로 2450,경남청,하동서,북천치안센터,하동군 북천면 경서대로 2450,하동군 북천면 경서대로 2450,281349,179835,정좌표,48850390231058818,새주소,경상남도 하동군 북천면 경서대로 2450,경상남도 하동군 북천면 직전리 588-2,523180,48850390000,북천면,48850390230,북천면 직전리,경상남도 하동군 북천면 경서대로 2450
633,경상남도,하동군,양보면,진양로 724,경남청,하동서,양보치안센터,하동군 양보면 진양로 724,하동군 양보면 진양로 724,277121,172252,정좌표,48850380211023818,새주소,경상남도 하동군 양보면 진양로 724,경상남도 하동군 양보면 운암리 238-3,523360,48850380000,양보면,48850380210,양보면 운암리,경상남도 하동군 양보면 진양로 724
634,경상남도,하동군,고전면,하동읍성로 333,경남청,하동서,고전치안센터,하동군 고전면 하동읍성로 333,하동군 고전면 하동읍성로 333,274562,169401,정좌표,48850350211021718,새주소,경상남도 하동군 고전면 하동읍성로 333,경상남도 하동군 고전면 범아리 217-11,523400,48850350000,고전면,48850350210,고전면 범아리,경상남도 하동군 고전면 하동읍성로 333
635,경상남도,남해군,이동면,무림로 86,경남청,남해서,이동치안센터,남해군 이동면 무림로 86,남해군 이동면 무림로 86,287374,144940,정좌표,48840310241092118,새주소,경상남도 남해군 이동면 무림로 86,경상남도 남해군 이동면 무림리 921-3,524310,48840310000,이동면,48840310240,이동면 무림리,경상남도 남해군 이동면 무림로 86
636,경상남도,남해군,서면,남서대로 1637,경남청,남해서,서면치안센터,남해군 서면 남서대로 1637,남해군 서면 남서대로 1637,276580,145768,정좌표,48840360241068318,새주소,경상남도 남해군 서면 남서대로 1637,경상남도 남해군 서면 서상리 683,524100,48840360000,서면,48840360240,서면 서상리,경상남도 남해군 서면 남서대로 1637
637,경상남도,남해군,창선면,동부대로 3017,경남청,남해서,창선치안센터,남해군 창선면 동부대로 3017,남해군 창선면 동부대로 3017,294210,158364,정좌표,48840390242000918,새주소,경상남도 남해군 창선면 동부대로 3017,경상남도 남해군 창선면 대벽리 산 9-47,524490,48840390000,창선면,48840390240,창선면 대벽리,경상남도 남해군 창선면 동부대로 3017
638,경상남도,남해군,상주면,남해대로 717,경남청,남해서,상주치안센터,남해군 상주면 남해대로 717,남해군 상주면 남해대로 717,290145,136695,정좌표,48840320221104218,새주소,경상남도 남해군 상주면 남해대로 717,경상남도 남해군 상주면 상주리 1042-2,524400,48840320000,상주면,48840320220,상주면 상주리,경상남도 남해군 상주면 남해대로 717
639,경상남도,남해군,설천면,노량로 110,경남청,남해서,대교치안센터,남해군 설천면 노량로 110,남해군 설천면 노량로 110,279240,160285,정좌표,48840380271048918,새주소,경상남도 남해군 설천면 노량로 110,경상남도 남해군 설천면 노량리 489,524000,48840380000,설천면,48840380270,설천면 노량리,경상남도 남해군 설천면 노량로 110
640,경상남도,남해군,설천면,설천로 698,경남청,남해서,설천치안센터,남해군 설천면 설천로 698,남해군 설천면 설천로 698,283490,158870,정좌표,48840380251007318,새주소,경상남도 남해군 설천면 설천로 698,경상남도 남해군 설천면 남양리 73-1,524010,48840380000,설천면,48840380250,설천면 남양리,경상남도 남해군 설천면 설천로 698
641,경상남도,함양군,지곡면,지곡창촌길 20-40,경남청,함양서,지곡치안센터,함양군 지곡면 지곡창촌길 20-40,함양군 지곡면 지곡창촌길 20-40,270181,229755,정좌표,48870350271054218,새주소,경상남도 함양군 지곡면 지곡창촌길 20-40,경상남도 함양군 지곡면 창평리 542,500180,48870350000,지곡면,48870350270,지곡면 창평리,경상남도 함양군 지곡면 지곡창촌길 20-40
642,경상남도,함양군,휴천면,함양남서로 526,경남청,함양서,휴천치안센터,함양군 휴천면 함양남서로 526,함양군 휴천면 함양남서로 526,267967,220398,정좌표,4887032024104318,새주소,경상남도 함양군 휴천면 함양남서로 526,경상남도 함양군 휴천면 목현리 430-1,500520,48870320000,휴천면,48870320240,휴천면 목현리,경상남도 함양군 휴천면 함양남서로 526
643,경상남도,함양군,서하면,함양남서로 3945,경남청,함양서,서하치안센터,함양군 서하면 함양남서로 3945,함양군 서하면 함양남서로 3945,262947,238918,정좌표,48870370211124618,새주소,경상남도 함양군 서하면 함양남서로 3945,경상남도 함양군 서하면 송계리 1246-3,500030,48870370000,서하면,48870370210,서하면 송계리,경상남도 함양군 서하면 함양남서로 3945
644,경상남도,함양군,병곡면,함양남서로 1736,경남청,함양서,병곡치안센터,함양군 병곡면 함양남서로 1736,함양군 병곡면 함양남서로 1736,261932,225711,정좌표,48870400231039118,새주소,경상남도 함양군 병곡면 함양남서로 1736,경상남도 함양군 병곡면 송평리 391-1,500270,48870400000,병곡면,48870400230,병곡면 송평리,경상남도 함양군 병곡면 함양남서로 1736
645,경상남도,산청군,생초면,생초로 23,경남청,산청서,생초치안센터,산청군 생초면 생초로 23,산청군 생초면 생초로 23,275846,221794,정좌표,48860330211024518,새주소,경상남도 산청군 생초면 생초로 23,경상남도 산청군 생초면 어서리 245-1,522030,48860330000,생초면,48860330210,생초면 어서리,경상남도 산청군 생초면 생초로 23
646,경상남도,산청군,금서면,친환경로 2535,경남청,산청서,금서치안세터,산청군 금서면 친환경로 2535,산청군 금서면 친환경로 2535,278355,213464,정좌표,48860340211071818,새주소,경상남도 산청군 금서면 친환경로 2535,경상남도 산청군 금서면 매촌리 718-1,522150,48860340000,금서면,48860340210,금서면 매촌리,경상남도 산청군 금서면 친환경로 2535
647,경상남도,산청군,오부면,산수로 553,경남청,산청서,오부치안센터,산청군 오부면 산수로 553,산청군 오부면 산수로 553,278196,218082,정좌표,48860320211040418,새주소,경상남도 산청군 오부면 산수로 553,경상남도 산청군 오부면 양촌리 404-1,522050,48860320000,오부면,48860320210,오부면 양촌리,경상남도 산청군 오부면 산수로 553
648,경상남도,산청군,생비량면,비량로 47,경남청,산청서,생비량치안센터,산청군 생비량면 비량로 47,산청군 생비량면 비량로 47,295022,205625,정좌표,48860390221060918,새주소,경상남도 산청군 생비량면 비량로 47,경상남도 산청군 생비량면 도리 609-9,522560,48860390000,생비량면,48860390220,생비량면 도리,경상남도 산청군 생비량면 비량로 47
649,경상남도,산청군,차황면,신차로1796번길 3,경남청,산청서,차황치안센터,산청군 차황면 신차로1796번길 3,산청군 차황면 신차로1796번길 3,284607,218766,정좌표,48860310271072418,새주소,경상남도 산청군 차황면 신차로1796번길 3,경상남도 산청군 차황면 신기리 724-2,522080,48860310000,차황면,48860310270,차황면 신기리,경상남도 산청군 차황면 신차로1796번길 3
650,경상남도,산청군,삼장면,덕산대포로 262-1,경남청,산청서,삼장치안센터,산청군 삼장면 덕산대포로 262-1,산청군 삼장면 덕산대포로 262-1,275629,200220,정좌표,48860350261008918,새주소,경상남도 산청군 삼장면 덕산대포로 262-1,경상남도 산청군 삼장면 대포리 89-1,522350,48860350000,삼장면,48860350260,삼장면 대포리,경상남도 산청군 삼장면 덕산대포로 262-1
651,경상남도,함안군,칠북면,칠북로 29,경남청,함안서,칠북치안센터,함안군 칠북면 칠북로 29,함안군 칠북면 칠북로 29,338213,206303,정좌표,48730360211014418,새주소,경상남도 함안군 칠북면 칠북로 29,경상남도 함안군 칠북면 화천리 144-2,520060,48730360000,칠북면,48730360210,칠북면 화천리,경상남도 함안군 칠북면 칠북로 29
652,경상남도,의령군,의령읍,남강로 715-13,경남청,의령서,정암치안센터,의령군 의령읍 남강로 715-13,의령군 의령읍 남강로 715-13,317459,202355,정좌표,48720250252000218,새주소,경상남도 의령군 의령읍 남강로 715-13,경상남도 의령군 의령읍 정암리 산 2-6,521540,48720250000,의령읍,48720250250,의령읍 정암리,경상남도 의령군 의령읍 남강로 715-13
653,경상남도,의령군,대의면,대의로 46,경남청,의령서,대의치안센터,의령군 대의면 대의로 46,의령군 대의면 대의로 46,300597,208593,정좌표,48720330261045618,새주소,경상남도 의령군 대의면 대의로 46,경상남도 의령군 대의면 마쌍리 456-3,521350,48720330000,대의면,48720330260,대의면 마쌍리,경상남도 의령군 대의면 대의로 46
654,경상남도,의령군,궁류면,궁류로 127,경남청,의령서,궁류치안센터,의령군 궁류면 궁류로 127,의령군 궁류면 궁류로 127,313263,217150,정좌표,48720415251059918,새주소,경상남도 의령군 궁류면 궁류로 127,경상남도 의령군 궁류면 토곡리 599-4,521120,48720415000,궁류면,48720415250,궁류면 토곡리,경상남도 의령군 궁류면 궁류로 127
655,경상남도,의령군,가례면,의병로 53,경남청,의령서,가례치안센터,의령군 가례면 의병로 53,의령군 가례면 의병로 53,313059,203383,정좌표,48720310261024618,새주소,경상남도 의령군 가례면 의병로 53,경상남도 의령군 가례면 가례리 246-1,521370,48720310000,가례면,48720310260,가례면 가례리,경상남도 의령군 가례면 의병로 53
656,경상남도,의령군,용덕면,의합대로 363,경남청,의령서,용덕치안센터, 의령군 용덕면 의합대로 363,의령군 용덕면 의합대로 363,317507,205890,정좌표,48720350301010918,새주소,경상남도 의령군 용덕면 의합대로 363,경상남도 의령군 용덕면 운곡리 109-1,521270,48720350000,용덕면,48720350300,용덕면 운곡리,경상남도 의령군 용덕면 의합대로 363
657,경상남도,의령군,봉수면,대한로 1225-3,경남청,의령서,봉수치안센터,의령군 봉수면 대한로 1225-3,의령군 봉수면 대한로 1225-3,315228,219780,정좌표,48720400241053818,새주소,경상남도 의령군 봉수면 대한로 1225-3,경상남도 의령군 봉수면 죽전리 538-2,521110,48720400000,봉수면,48720400240,봉수면 죽전리,경상남도 의령군 봉수면 대한로 1225-3
658,제주특별자치도,제주시,임항로,128,제주청,동부,산지치안센터,제주시 임항로 128,제주시 임항로 128,156977,2629,정좌표,50110107001091818,새주소,제주특별자치도 제주시 임항로 128,제주특별자치도 제주시 건입동 918,632800,50110590000,건입동,50110107000,건입동,제주특별자치도 제주시 임항로 128
659,제주특별자치도,제주시,구좌읍,김녕로 84,제주청,동부,김녕치안센터,제주시 김녕로 84,제주시 김녕로 84,176418,6411,정좌표,50110256341355618,새주소,제주특별자치도 제주시 구좌읍 김녕로 84,제주특별자치도 제주시 구좌읍 김녕리 3556,633570,50110256000,구좌읍,50110256340,구좌읍 김녕리,제주특별자치도 제주시 구좌읍 김녕로 84
660,제주특별자치도,제주시,120-1,,제주청,서부,서문치안센터,제주시 용운로 120-1,제주시 용운로 120-1,156359,446,(도로명 없음)시군구 좌표,501100,구주소,,제주특별자치도 제주시 120-1,,,,,,제주특별자치도 제주시 120-1
661,제주특별자치도,제주시,한림읍,한림로 248-1,제주청,서부,한서치안센터,제주시 한림로 248-1,제주시 한림로 248-1,128640,-11746,정좌표,50110250311269718,새주소,제주특별자치도 제주시 한림읍 한림로 248-1,제주특별자치도 제주시 한림읍 협재리 2697-3,630110,50110250000,한림읍,50110250310,한림읍 협재리,제주특별자치도 제주시 한림읍 한림로 248-1
662,제주특별자치도,제주시,84,,제주청,서부,비양도치안센터,제주시 비양로길 84,제주시 비양로길 84,156359,446,(도로명 없음)시군구 좌표,501100,구주소,,제주특별자치도 제주시 84,,,,,,제주특별자치도 제주시 84
663,제주특별자치도,제주시,한경면,고산로 39-3,제주청,서부,고산치안센터,제주시 고산로 39-3,제주시 고산로 39-3,123462,-20994,정좌표,5011031023127518,새주소,제주특별자치도 제주시 한경면 고산로 39-3,제주특별자치도 제주시 한경면 고산리 2750-10,630080,50110310000,한경면,50110310230,한경면 고산리,제주특별자치도 제주시 한경면 고산로 39-3
664,제주특별자치도,제주시,3006,,제주청,서부,저지치안센터,제주시 중산간서로 3006,제주시 중산간서로 3006,133375,-12446,도로중심좌표,501100,구주소,,제주특별자치도 제주시 3006,,,,,,제주특별자치도 제주시 3006
665,제주특별자치도,서귀포시,중앙로101번길,9-1,제주청,서귀포,중앙치안센터,서귀포시 중앙로101번길 9-1,서귀포시 중앙로101번길 9-1,158898,-26864,정좌표,50130106001044118,새주소,제주특별자치도 서귀포시 중앙로101번길 9-1,제주특별자치도 서귀포시 서홍동 441-26,635840,50130580000,서홍동,50130106000,서홍동,제주특별자치도 서귀포시 중앙로101번길 9-1
666,제주특별자치도,서귀포시,대정읍,가파로 83,제주청,서귀포,가파도치안센터,서귀포시 가파로 83,서귀포시 가파로 83,132212,-36257,정좌표,50130250261005918,새주소,제주특별자치도 서귀포시 대정읍 가파로 83,제주특별자치도 서귀포시 대정읍 가파리 59,635140,50130250000,대정읍,50130250260,대정읍 가파리,제주특별자치도 서귀포시 대정읍 가파로 83
667,제주특별자치도,서귀포시,15,,제주청,서귀포,마라도치안센터,서귀포시 마라도77번길 15,서귀포시 마라도77번길 15,158933,-26791,(도로명 없음)시군구 좌표,501300,구주소,,제주특별자치도 서귀포시 15,,,,,,제주특별자치도 서귀포시 15
668,제주특별자치도,서귀포시,대정읍,구억리,제주청,서귀포,영어교육도시치안센터,서귀포시 대정읍 구억리 영어교육도시 J1블럭,서귀포시 대정읍 구억리 영어교육도시 J1블럭,133763,-23812,법정동 좌표,501300,판별불가,,제주특별자치도 서귀포시 대정읍 구억리,,50130250000,대정읍,50130250300,대정읍 구억리,제주특별자치도 서귀포시 대정읍 구억리
669,제주특별자치도,서귀포시,남원읍,태위로 141,제주청,서귀포,위미치안센터,서귀포시 태위로 141,서귀포시 태위로 141,168477,-24472,정좌표,50130253271281118,새주소,제주특별자치도 서귀포시 남원읍 태위로 141,제주특별자치도 서귀포시 남원읍 위미리 2811-1,636110,50130253000,남원읍,50130253270,남원읍 위미리,제주특별자치도 서귀포시 남원읍 태위로 141
670,제주특별자치도,서귀포시,일주동로,5122,제주청,서귀포,신산치안센터,서귀포시 일주동로 5122,서귀포시 일주동로 5122,159508,-26750,도로중심좌표,501300,새주소,제주특별자치도 서귀포시 일주동로 5122,제주특별자치도 서귀포시,,,,,,제주특별자치도 서귀포시 일주동로 5122
671,경상남도,거창군,북상면,송계로 710,경남청,거창서,북상치안센터,경남 거창군 북상면 송계로 710,경남 거창군 북상면 송계로 710,274001,253364,정좌표,48880340221139118,새주소,경상남도 거창군 북상면 송계로 710,경상남도 거창군 북상면 갈계리 1391-3,501020,48880340000,북상면,48880340220,북상면 갈계리,경상남도 거창군 북상면 송계로 710
672,경상남도,거창군,마리면,거안로 835,경남청,거창서,마리치안센터,경남 거창군 마리면 거안로 835,경남 거창군 마리면 거안로 835,277282,244778,정좌표,48880360211021718,새주소,경상남도 거창군 마리면 거안로 835,경상남도 거창군 마리면 말흘리 217-17,501090,48880360000,마리면,48880360210,마리면 말흘리,경상남도 거창군 마리면 거안로 835
673,경상남도,거창군,가북면,용암로 19,경남청,거창서,가북치안센터,경남 거창군 가북면 용암로 19,경남 거창군 가북면 용암로 19,289786,251925,정좌표,48880410221188618,새주소,경상남도 거창군 가북면 용암로 19,경상남도 거창군 가북면 우혜리 1886-2,501170,48880410000,가북면,48880410220,가북면 우혜리,경상남도 거창군 가북면 용암로 19
674,경상남도,거창군,주상면,당대고개길 3,경남청,거창서,주상치안센터,경남 거창군 주상면 당대고개길 3,경남 거창군 주상면 당대고개길 3,282540,250377,정좌표,48880310241065718,새주소,경상남도 거창군 주상면 당대고개길 3,경상남도 거창군 주상면 도평리 657,501150,48880310000,주상면,48880310240,주상면 도평리,경상남도 거창군 주상면 당대고개길 3
675,경상남도,거창군,남하면,영서로 81,경남청,거창서,남하치안센터, 경남 거창군 남하면 영서로 81,경남 거창군 남하면 영서로 81,285445,240890,정좌표,48880380211111618,새주소,경상남도 거창군 남하면 영서로 81,경상남도 거창군 남하면 무릉리 1116-1,501230,48880380000,남하면,48880380210,남하면 무릉리,경상남도 거창군 남하면 영서로 81
676,경상남도,합천군,율곡면,대야로 1459,경남청,합천서,율곡치안센터,경남 합천군 율곡면 대야로 1459,경남 합천군 율곡면 대야로 1459,307898,234859,정좌표,48890350281005618,새주소,경상남도 합천군 율곡면 대야로 1459,경상남도 합천군 율곡면 율진리 56,502420,48890350000,율곡면,48890350280,율곡면 율진리,경상남도 합천군 율곡면 대야로 1459
677,경상남도,합천군,대양면,대야로 270,경남청,합천서,대양치안센터,경남 합천군 대양면 대야로 270,경남 합천군 대양면 대야로 270,306442,224710,정좌표,48890410251066518,새주소,경상남도 합천군 대양면 대야로 270,경상남도 합천군 대양면 덕정리 665-9,502400,48890410000,대양면,48890410250,대양면 덕정리,경상남도 합천군 대양면 대야로 270
678,경상남도,합천군,적중면,적중로 92,경남청,합천서,적중치안센터,경남 합천군 적중면 적중로 92,경남 합천군 적중면 적중로 92,315828,228355,정좌표,4889040028108318,새주소,경상남도 합천군 적중면 적중로 92,경상남도 합천군 적중면 상부리 830-3,502470,48890400000,적중면,48890400280,적중면 상부리,경상남도 합천군 적중면 적중로 92
679,경상남도,합천군,쌍책면,성산큰길 44,경남청,합천서,쌍책치안센터,경남 합천군 쌍책면 성산큰길 44,경남 합천군 쌍책면 성산큰길 44,316212,231399,정좌표,48890370271063418,새주소,경상남도 합천군 쌍책면 성산큰길 44,경상남도 합천군 쌍책면 성산리 634-1,502520,48890370000,쌍책면,48890370270,쌍책면 성산리,경상남도 합천군 쌍책면 성산큰길 44
