연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,법정동_코드,시,구,동,지역구별 지구대/파출소 수
228,서울청,서울은평,진관,파출소,02-350-1930,서울특별시 은평구  진관3로 38 진관파출소,서울특별시 은평구  진관3로 38 진관파출소,192950.0,459735.0,정좌표,1.1380114001006801e+18,새주소,서울특별시 은평구 진관3로 38,서울특별시 은평구 진관동 68-1,3302.0,1138069000.0,진관동,1138011400.0,진관동,1138011400,11,380,11400,서울특별시,은평구,진관동,8
229,서울청,서울은평,대조,파출소,02-350-1938,서울특별시 은평구 진흥로13길3-33 (대조동),서울특별시 은평구 진흥로13길3-33 (대조동),193243.0,456260.0,정좌표,1.1380106001003301e+18,새주소,서울특별시 은평구 진흥로13길 3-33,서울특별시 은평구 대조동 33-54,3395.0,1138057000.0,대조동,1138010600.0,대조동,1138010600,11,380,10600,서울특별시,은평구,대조동,8
230,서울청,서울도봉,창동,지구대,02-2289-9813,서울특별시 도봉구 노해로 392,서울특별시 도봉구 노해로 392,204497.0,461100.0,정좌표,1.13201070010033e+18,새주소,서울특별시 도봉구 노해로 392,서울특별시 도봉구 창동 33-2,1418.0,1132051400.0,창4동,1132010700.0,창동,1132010700,11,320,10700,서울특별시,도봉구,창동,8
231,서울청,서울도봉,신창,파출소,02-2289-9823,서울특별시 도봉구  도봉로104길 49-5,서울특별시 도봉구  도봉로104길 49-5,202987.0,460128.0,정좌표,1.13201070010647e+18,새주소,서울특별시 도봉구 도봉로104길 49-5,서울특별시 도봉구 창동 647-10,1460.0,1132051200.0,창2동,1132010700.0,창동,1132010700,11,320,10700,서울특별시,도봉구,창동,8
232,서울청,서울도봉,방학,파출소,02-2289-9833,서울특별시 도봉구  도봉로145길 45 방학파출소,서울특별시 도봉구  도봉로145길 45 방학파출소,203461.0,462457.0,정좌표,1.13201060010687e+18,새주소,서울특별시 도봉구 도봉로145길 45,서울특별시 도봉구 방학동 687-3,1345.0,1132069000.0,방학1동,1132010600.0,방학동,1132010600,11,320,10600,서울특별시,도봉구,방학동,8
233,서울청,서울도봉,신방학,파출소,02-2289-9843,서울특별시 도봉구  시루봉로5길 10,서울특별시 도봉구  시루봉로5길 10,202329.0,461791.0,정좌표,1.13201060010498e+18,새주소,서울특별시 도봉구 시루봉로5길 10,서울특별시 도봉구 방학동 498-12,1362.0,1132071000.0,방학3동,1132010600.0,방학동,1132010600,11,320,10600,서울특별시,도봉구,방학동,8
234,서울청,서울도봉,도봉1,파출소,02-2289-9853,서울특별시 도봉구 도봉로169나길 4 (도봉동),서울특별시 도봉구 도봉로169나길 4 (도봉동),203759.0,464118.0,정좌표,1.13201080010594e+18,새주소,서울특별시 도봉구 도봉로169나길 4,서울특별시 도봉구 도봉동 594-24,1306.0,1132052100.0,도봉1동,1132010800.0,도봉동,1132010800,11,320,10800,서울특별시,도봉구,도봉동,8
235,서울청,서울도봉,도봉2,파출소,02-2289-9863,서울특별시 도봉구 도봉로 180나길 33,서울특별시 도봉구 도봉로 180나길 33,204277.0,464621.0,정좌표,1.13201080010069e+18,새주소,서울특별시 도봉구 도봉로180나길 33,서울특별시 도봉구 도봉동 69-2,1319.0,1132052200.0,도봉2동,1132010800.0,도봉동,1132010800,11,320,10800,서울특별시,도봉구,도봉동,8
236,서울청,서울도봉,쌍문,파출소,02-2289-9873,서울특별시 도봉구  방학로3길 132,서울특별시 도봉구  방학로3길 132,203284.0,461691.0,정좌표,1.13201050010043e+18,새주소,서울특별시 도봉구 방학로3길 132,서울특별시 도봉구 쌍문동 43-3,1394.0,1132067000.0,쌍문2동,1132010500.0,쌍문동,1132010500,11,320,10500,서울특별시,도봉구,쌍문동,8
237,서울청,서울도봉,숭미,파출소,02-2289-9883,서울특별시 도봉구  노해로 139 숭미파출소,서울특별시 도봉구  노해로 139 숭미파출소,202188.0,460571.0,정좌표,1.13201050010349e+18,새주소,서울특별시 도봉구 노해로 139,서울특별시 도봉구 쌍문동 349-34,1381.0,1132066000.0,쌍문1동,1132010500.0,쌍문동,1132010500,11,320,10500,서울특별시,도봉구,쌍문동,8
238,서울청,서울수서,도곡,지구대,02-568-2522,서울특별시 강남구  언주로 426,서울특별시 강남구  언주로 426,203795.0,444347.0,정좌표,1.16801010010711e+18,새주소,서울특별시 강남구 언주로 426,서울특별시 강남구 역삼동 711,6214.0,1168065000.0,역삼2동,1168010100.0,역삼동,1168010100,11,680,10100,서울특별시,강남구,역삼동,14
239,서울청,서울수서,대치,지구대,02-538-1312,서울특별시 강남구  삼성로 203,서울특별시 강남구  삼성로 203,205467.0,443632.0,정좌표,1.16801060010598e+18,새주소,서울특별시 강남구 삼성로 203,서울특별시 강남구 대치동 598,6280.0,1168060000.0,대치1동,1168010600.0,대치동,1168010600,11,680,10600,서울특별시,강남구,대치동,14
240,서울청,서울수서,수서,파출소,02-445-0112,서울특별시 강남구  밤고개로1길 48,서울특별시 강남구  밤고개로1길 48,209201.0,442998.0,정좌표,1.16801150010718e+18,새주소,서울특별시 강남구 밤고개로1길 48,서울특별시 강남구 수서동 718-1,6349.0,1168075000.0,수서동,1168011500.0,수서동,1168011500,11,680,11500,서울특별시,강남구,수서동,14
241,서울청,서울수서,대왕,파출소,02-3411-0323,서울특별시 강남구  헌릉로 623,서울특별시 강남구  헌릉로 623,209427.0,440338.0,정좌표,1.1680111001012001e+18,새주소,서울특별시 강남구 헌릉로 623,서울특별시 강남구 세곡동 120-9,6376.0,1168070000.0,세곡동,1168011100.0,세곡동,1168011100,11,680,11100,서울특별시,강남구,세곡동,14
242,서울청,서울수서,일원,지구대,02-3411-0112,서울특별시 강남구  일원로3길 35,서울특별시 강남구  일원로3길 35,207303.0,443360.0,정좌표,1.16801140010621e+18,새주소,서울특별시 강남구 일원로3길 35,서울특별시 강남구 일원동 621,6338.0,1168073000.0,일원1동,1168011400.0,일원동,1168011400,11,680,11400,서울특별시,강남구,일원동,14
243,서울청,서울수서,개포,지구대,02-571-0112,서울특별시 강남구  개포로 261,서울특별시 강남구  개포로 261,204456.0,441955.0,정좌표,1.16801030011268e+18,새주소,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,6306.0,1168069000.0,개포4동,1168010300.0,개포동,1168010300,11,680,10300,서울특별시,강남구,개포동,14
