연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,읍면동코드,시,구,동,지역구별 지구대/파출소 수
1475,전남청,광양,옥룡,파출소,061-762-6112,전라남도 광양시 옥룡면 신재로 620,전라남도 광양시 옥룡면 신재로 620,256452.0,168791.0,정좌표,4.62303202210261e+18,새주소,전라남도 광양시 옥룡면 신재로 620,전라남도 광양시 옥룡면 운평리 261,57704.0,4623032000.0,옥룡면,4623032022.0,옥룡면 운평리,4623032022,46,230,32022,서울특별시,동대문구,옥룡면 운평리,65.0
1476,전남청,광양,골약,파출소,061-791-0112,전라남도 광양시 도이3길 3,전라남도 광양시 도이3길 3,261421.0,159821.0,정좌표,4.62301040011853e+18,새주소,전라남도 광양시 도이3길 3,전라남도 광양시 성황동 1853-300,57767.0,4623051500.0,골약동,4623010400.0,성황동,4623010400,46,230,10400,서울특별시,동대문구,성황동,65.0
1477,전남청,광양,광영,파출소,061-793-0112,전라남도 광양시 광영로 87,전라남도 광양시 광영로 87,265609.0,162823.0,정좌표,4.62301080010675e+18,새주소,전라남도 광양시 광영로 87,전라남도 광양시 광영동 675-8,57720.0,4623054000.0,광영동,4623010800.0,광영동,4623010800,46,230,10800,서울특별시,동대문구,광영동,65.0
1478,전남청,광양,옥곡,파출소,061-772-0112,전라남도 광양시 옥곡면 옥진로 650,전라남도 광양시 옥곡면 옥진로 650,263684.0,165864.0,정좌표,4.6230330241138e+18,새주소,전라남도 광양시 옥곡면 옥진로 650,전라남도 광양시 옥곡면 신금리 1380-6,57726.0,4623033000.0,옥곡면,4623033024.0,옥곡면 신금리,4623033024,46,230,33024,서울특별시,동대문구,옥곡면 신금리,65.0
1479,전남청,광양,태금,파출소,061-792-0112,전라남도 광양시 담안길 담안길 87,전라남도 광양시 담안길 담안길 87,263507.0,160426.0,시군구 좌표,46230.0,판별불가,,전라남도 광양시,,,,,,0000000000,00,000,00000,서울특별시,광양시,담안길,1.0
1480,전남청,고흥,포두,파출소,061-832-6112,전라남도 고흥군 포두면 우주로 616,전라남도 고흥군 포두면 우주로 616,231238.0,119119.0,정좌표,4.67703502610093e+18,새주소,전라남도 고흥군 포두면 우주로 616,전라남도 고흥군 포두면 상대리 93-1,59524.0,4677035000.0,포두면,4677035026.0,포두면 상대리,4677035026,46,770,35026,서울특별시,고흥군,포두면 상대리,12.0
1481,전남청,고흥,대서,파출소,061-833-3112,전라남도 고흥군 대서면 석장1길 2,전라남도 고흥군 대서면 석장1길 2,225901.0,141442.0,정좌표,4.67704102110033e+18,새주소,전라남도 고흥군 대서면 석장1길 2,전라남도 고흥군 대서면 금마리 33-1,59507.0,4677041000.0,대서면,4677041021.0,대서면 금마리,4677041021,46,770,41021,서울특별시,고흥군,대서면 금마리,12.0
1482,전남청,고흥,봉래,파출소,061-833-4112,전라남도 고흥군 봉래면 축정2길 9,전라남도 고흥군 봉래면 축정2길 9,241983.0,107391.0,정좌표,4.67703602411077e+18,새주소,전라남도 고흥군 봉래면 축정2길 9,전라남도 고흥군 봉래면 신금리 1077,59569.0,4677036000.0,봉래면,4677036024.0,봉래면 신금리,4677036024,46,770,36024,서울특별시,고흥군,봉래면 신금리,12.0
1483,전남청,고흥,도화,파출소,061-832-7112,전라남도 고흥군 도화면 중심길 32,전라남도 고흥군 도화면 중심길 32,229259.0,112464.0,정좌표,4.67703402710517e+18,새주소,전라남도 고흥군 도화면 중심길 32,전라남도 고흥군 도화면 당오리 517-1,59529.0,4677034000.0,도화면,4677034027.0,도화면 당오리,4677034027,46,770,34027,서울특별시,고흥군,도화면 당오리,12.0
1484,전남청,고흥,금산,파출소,061-843-8112,전라남도 고흥군 금산면 거금중앙길 50,전라남도 고흥군 금산면 거금중앙길 50,211222.0,106522.0,정좌표,4.67703302210938e+18,새주소,전라남도 고흥군 금산면 거금중앙길 50,전라남도 고흥군 금산면 어전리 938-1,59564.0,4677033000.0,금산면,4677033022.0,금산면 어전리,4677033022,46,770,33022,서울특별시,고흥군,금산면 어전리,12.0
1485,전남청,고흥,동강,파출소,061-833-2112,전라남도 고흥군 동강면 원유둔1길 14,전라남도 고흥군 동강면 원유둔1길 14,230429.0,142502.0,정좌표,4.67704002110204e+18,새주소,전라남도 고흥군 동강면 원유둔1길 14,전라남도 고흥군 동강면 유둔리 204-1,59502.0,4677040000.0,동강면,4677040021.0,동강면 유둔리,4677040021,46,770,40021,서울특별시,고흥군,동강면 유둔리,12.0
1486,전남청,고흥,읍내,파출소,061-832-0112,전라남도 고흥군 고흥읍 학교길 74,전라남도 고흥군 고흥읍 학교길 74,226319.0,123420.0,정좌표,4.67702502610619e+18,새주소,전라남도 고흥군 고흥읍 학교길 74,전라남도 고흥군 고흥읍 남계리 619-8,59538.0,4677025000.0,고흥읍,4677025026.0,고흥읍 남계리,4677025026,46,770,25026,서울특별시,고흥군,고흥읍 남계리,12.0
1487,전남청,고흥,녹동,파출소,061-842-2112,전라남도 고흥군 도양읍 비봉로 146,전라남도 고흥군 도양읍 비봉로 146,212371.0,114455.0,정좌표,4.67702532412072e+18,새주소,전라남도 고흥군 도양읍 비봉로 146,전라남도 고흥군 도양읍 봉암리 2072-14,59557.0,4677025300.0,도양읍,4677025324.0,도양읍 봉암리,4677025324,46,770,25324,서울특별시,고흥군,도양읍 봉암리,12.0
1488,전남청,고흥,풍양,파출소,061-832-5112,전라남도 고흥군 풍양면 죽시장터길 5,전라남도 고흥군 풍양면 죽시장터길 5,222271.0,119785.0,정좌표,4.67703102210479e+18,새주소,전라남도 고흥군 풍양면 죽시장터길 5,전라남도 고흥군 풍양면 야막리 479-5,59549.0,4677031000.0,풍양면,4677031022.0,풍양면 야막리,4677031022,46,770,31022,서울특별시,고흥군,풍양면 야막리,12.0
1489,전남청,고흥,과역,파출소,061-832-4112,전라남도 고흥군 과역면 고흥로 2964,전라남도 고흥군 과역면 고흥로 2964,233070.0,131043.0,정좌표,4.67703802610085e+18,새주소,전라남도 고흥군 과역면 고흥로 2964,전라남도 고흥군 과역면 과역리 85-3,59511.0,4677038000.0,과역면,4677038026.0,과역면 과역리,4677038026,46,770,38026,서울특별시,고흥군,과역면 과역리,12.0
1490,전남청,고흥,점암,파출소,061-832-8112,전라남도 고흥군 점암면 모룡길 34,전라남도 고흥군 점암면 모룡길 34,234729.0,128491.0,정좌표,4.67703702810037e+18,새주소,전라남도 고흥군 점암면 모룡길 34,전라남도 고흥군 점암면 대룡리 37-5,59517.0,4677037000.0,점암면,4677037028.0,점암면 대룡리,4677037028,46,770,37028,서울특별시,고흥군,점암면 대룡리,12.0
1491,전남청,고흥,영남,파출소,061-833-0112,전라남도 고흥군 영남면 팔영로 1041,전라남도 고흥군 영남면 팔영로 1041,241420.0,122804.0,정좌표,4.67704402110643e+18,새주소,전라남도 고흥군 영남면 팔영로 1041,전라남도 고흥군 영남면 양사리 643-1,59520.0,4677044000.0,영남면,4677044021.0,영남면 양사리,4677044021,46,770,44021,서울특별시,고흥군,영남면 양사리,12.0
1492,전남청,해남,읍내,지구대,061-536-2112,전라남도 해남군 해남읍 읍사무소길 46,전라남도 해남군 해남읍 읍사무소길 46,163087.0,118645.0,정좌표,4.68202502410479e+18,새주소,전라남도 해남군 해남읍 읍사무소길 46,전라남도 해남군 해남읍 고도리 479-17,59042.0,4682025000.0,해남읍,4682025024.0,해남읍 고도리,4682025024,46,820,25024,서울특별시,해남군,해남읍 고도리,12.0
1493,전남청,해남,화원,파출소,061-532-0112,전라남도 해남군 화원면 청용길 5,전라남도 해남군 화원면 청용길 5,138231.0,129993.0,정좌표,4.6820430231019e+18,새주소,전라남도 해남군 화원면 청용길 5,전라남도 해남군 화원면 신덕리 190-5,59002.0,4682043000.0,화원면,4682043023.0,화원면 신덕리,4682043023,46,820,43023,서울특별시,해남군,화원면 신덕리,12.0
1494,전남청,해남,화산,파출소,061-532-6712,전라남도 해남군 화산면 해남화산로 1059,전라남도 해남군 화산면 해남화산로 1059,155366.0,110491.0,정좌표,4.6820320291034e+18,새주소,전라남도 해남군 화산면 해남화산로 1059,전라남도 해남군 화산면 방축리 340-4,59049.0,4682032000.0,화산면,4682032029.0,화산면 방축리,4682032029,46,820,32029,서울특별시,해남군,화산면 방축리,12.0
1495,전남청,해남,산이,파출소,061-532-4312,전라남도 해남군 산이면 비석길 105,전라남도 해남군 산이면 비석길 105,149254.0,127481.0,정좌표,4.682041026105921e+18,새주소,전라남도 해남군 산이면 비석길 105,전라남도 해남군 산이면 초송리 592-7,59011.0,4682041000.0,산이면,4682041026.0,산이면 초송리,4682041026,46,820,41026,서울특별시,해남군,산이면 초송리,12.0
1496,전남청,해남,송지,파출소,061-533-2112,전라남도 해남군 송지면 산정1길 104,전라남도 해남군 송지면 산정1길 104,155685.0,96913.0,정좌표,4.68203402710772e+18,새주소,전라남도 해남군 송지면 산정1길 104,전라남도 해남군 송지면 산정리 772-16,59063.0,4682034000.0,송지면,4682034027.0,송지면 산정리,4682034027,46,820,34027,서울특별시,해남군,송지면 산정리,12.0
1497,전남청,해남,북평,파출소,061-533-1112,전라남도 해남군 북평면 달량진길 42,전라남도 해남군 북평면 달량진길 42,165691.0,100893.0,정좌표,4.68203502110392e+18,새주소,전라남도 해남군 북평면 달량진길 42,전라남도 해남군 북평면 남창리 392-2,59055.0,4682035000.0,북평면,4682035021.0,북평면 남창리,4682035021,46,820,35021,서울특별시,해남군,북평면 남창리,12.0
1498,전남청,해남,문내,파출소,061-532-1112,전라남도 해남군 문내면 동헌길 36,전라남도 해남군 문내면 동헌길 36,136545.0,121749.0,정좌표,4.68204202311139e+18,새주소,전라남도 해남군 문내면 동헌길 36,전라남도 해남군 문내면 동외리 1139-2,59004.0,4682042000.0,문내면,4682042023.0,문내면 동외리,4682042023,46,820,42023,서울특별시,해남군,문내면 동외리,12.0
1499,전남청,해남,삼산,파출소,061-534-5112,전라남도 해남군 현산면 고산로 519,전라남도 해남군 현산면 고산로 519,160175.0,110107.0,도로중심좌표,46820.0,새주소,전라남도 해남군 현산면 고산로 519,전라남도 해남군 현산면,,4682033000.0,현산면,4682033000.0,현산면,4682033000,46,820,33000,서울특별시,해남군,현산면,12.0
1500,전남청,해남,황산,파출소,061-532-2492,전라남도 해남군 황산면 시등로 124,전라남도 해남군 황산면 시등로 124,147693.0,119863.0,정좌표,4.68204002810031e+18,새주소,전라남도 해남군 황산면 시등로 124,전라남도 해남군 황산면 남리리 31-5,59007.0,4682040000.0,황산면,4682040028.0,황산면 남리리,4682040028,46,820,40028,서울특별시,해남군,황산면 남리리,12.0
1501,전남청,해남,마산,파출소,061-532-5212,전라남도 해남군 마산면 은적사길 7,전라남도 해남군 마산면 은적사길 7,160555.0,124524.0,정좌표,4.68203902110637e+18,새주소,전라남도 해남군 마산면 은적사길 7,전라남도 해남군 마산면 화내리 637-2,59020.0,4682039000.0,마산면,4682039021.0,마산면 화내리,4682039021,46,820,39021,서울특별시,해남군,마산면 화내리,12.0
1502,전남청,해남,옥천,파출소,061-532-6112,전라남도 해남군 옥천면 해남로 397,전라남도 해남군 옥천면 해남로 397,167555.0,118862.0,정좌표,4.6820370211054e+18,새주소,전라남도 해남군 옥천면 해남로 397,전라남도 해남군 옥천면 영춘리 540-1,59021.0,4682037000.0,옥천면,4682037021.0,옥천면 영춘리,4682037021,46,820,37021,서울특별시,해남군,옥천면 영춘리,12.0
1503,전남청,해남,현산,파출소,061-532-7612,전라남도 해남군 현산면 일평길 8,전라남도 해남군 현산면 일평길 8,158825.0,106779.0,정좌표,4.68203302510831e+18,새주소,전라남도 해남군 현산면 일평길 8,전라남도 해남군 현산면 일평리 831-14,59058.0,4682033000.0,현산면,4682033025.0,현산면 일평리,4682033025,46,820,33025,서울특별시,해남군,현산면 일평리,12.0
1504,전남청,무안,남악,지구대,061-282-0112,전라남도 무안군 삼향읍 남악영산길 49,전라남도 무안군 삼향읍 남악영산길 49,152068.0,146045.0,정좌표,4.68402562211593e+18,새주소,전라남도 무안군 삼향읍 남악영산길 49,전라남도 무안군 삼향읍 남악리 1593-2,58568.0,4684025600.0,삼향읍,4684025622.0,삼향읍 남악리,4684025622,46,840,25622,서울특별시,무안군,삼향읍 남악리,7.0
1505,전남청,무안,해제,파출소,061-452-6112,전라남도 무안군 해제면 양간로 85,전라남도 무안군 해제면 양간로 85,135832.0,179638.0,정좌표,4.68403602510898e+18,새주소,전라남도 무안군 해제면 양간로 85,전라남도 무안군 해제면 양매리 898-8,58502.0,4684036000.0,해제면,4684036025.0,해제면 양매리,4684036025,46,840,36025,서울특별시,무안군,해제면 양매리,7.0
1506,전남청,무안,일로,파출소,061-282-3112,전라남도 무안군 일로읍 일로로 55,전라남도 무안군 일로읍 일로로 55,153527.0,150237.0,정좌표,4.68402532610188e+18,새주소,전라남도 무안군 일로읍 일로로 55,전라남도 무안군 일로읍 월암리 188-3,58574.0,4684025300.0,일로읍,4684025326.0,일로읍 월암리,4684025326,46,840,25326,서울특별시,무안군,일로읍 월암리,7.0
1507,전남청,무안,승달,파출소,061-453-0112,전라남도 무안군 무안읍 불무로 38-11,전라남도 무안군 무안읍 불무로 38-11,151880.0,165624.0,정좌표,4.68402502410127e+18,새주소,전라남도 무안군 무안읍 불무로 38-11,전라남도 무안군 무안읍 교촌리 127-9,58526.0,4684025000.0,무안읍,4684025024.0,무안읍 교촌리,4684025024,46,840,25024,서울특별시,무안군,무안읍 교촌리,7.0
1508,전남청,무안,청계,파출소,061-452-5112,전라남도 무안군 청계면 영산로 1696,전라남도 무안군 청계면 영산로 1696,147872.0,156989.0,정좌표,4.68403302310481e+18,새주소,전라남도 무안군 청계면 영산로 1696,전라남도 무안군 청계면 도림리 481-1,58553.0,4684033000.0,청계면,4684033023.0,청계면 도림리,4684033023,46,840,33023,서울특별시,무안군,청계면 도림리,7.0
1509,전남청,무안,현경,파출소,061-452-2112,전라남도 무안군 현경면 현해로 106,전라남도 무안군 현경면 현해로 106,146061.0,169345.0,정좌표,4.68403402410547e+18,새주소,전라남도 무안군 현경면 현해로 106,전라남도 무안군 현경면 외반리 547,58512.0,4684034000.0,현경면,4684034024.0,현경면 외반리,4684034024,46,840,34024,서울특별시,무안군,현경면 외반리,7.0
1510,전남청,무안,운남,파출소,061-452-4112,전라남도 무안군 운남면 운해로 574-1,전라남도 무안군 운남면 운해로 574-1,139656.0,162573.0,정좌표,4.68403702310401e+18,새주소,전라남도 무안군 운남면 운해로 574-1,전라남도 무안군 운남면 연리 401-4,58537.0,4684037000.0,운남면,4684037023.0,운남면 연리,4684037023,46,840,37023,서울특별시,무안군,운남면 연리,7.0
1511,전남청,장흥,읍내,지구대,061-860-7301,전라남도 장흥군 장흥읍 동부로 2,전라남도 장흥군 장흥읍 동부로 2,191526.0,131438.0,정좌표,4.6800250371072e+18,새주소,전라남도 장흥군 장흥읍 동부로 2,전라남도 장흥군 장흥읍 건산리 720-10,59324.0,4680025000.0,장흥읍,4680025037.0,장흥읍 건산리,4680025037,46,800,25037,서울특별시,장흥군,장흥읍 건산리,7.0
1512,전남청,장흥,안양,파출소,061-860-7303,전라남도 장흥군 안양면 남부관광로 734,전라남도 장흥군 안양면 남부관광로 734,197329.0,127849.0,정좌표,4.68003202410694e+18,새주소,전라남도 장흥군 안양면 남부관광로 734,전라남도 장흥군 안양면 운흥리 694-4,59338.0,4680032000.0,안양면,4680032024.0,안양면 운흥리,4680032024,46,800,32024,서울특별시,장흥군,안양면 운흥리,7.0
1513,전남청,장흥,관산,파출소,061-860-7305,전라남도 장흥군 관산읍 관산로 101,전라남도 장흥군 관산읍 관산로 101,194210.0,118438.0,정좌표,4.68002532710479e+18,새주소,전라남도 장흥군 관산읍 관산로 101,전라남도 장흥군 관산읍 죽교리 479-2,59346.0,4680025300.0,관산읍,4680025327.0,관산읍 죽교리,4680025327,46,800,25327,서울특별시,장흥군,관산읍 죽교리,7.0
1514,전남청,장흥,대덕,파출소,061-860-7306,전라남도 장흥군 대덕읍 대대로 931,전라남도 장흥군 대덕읍 대대로 931,189686.0,111250.0,정좌표,4.68002562310118e+18,새주소,전라남도 장흥군 대덕읍 대대로 931,전라남도 장흥군 대덕읍 신월리 118-14,59363.0,4680025600.0,대덕읍,4680025623.0,대덕읍 신월리,4680025623,46,800,25623,서울특별시,장흥군,대덕읍 신월리,7.0
1515,전남청,장흥,회진,파출소,061-860-7307,전라남도 장흥군 회진면 회진로 438,전라남도 장흥군 회진면 회진로 438,194394.0,109572.0,정좌표,4.68003702210943e+18,새주소,전라남도 장흥군 회진면 회진로 438,전라남도 장흥군 회진면 회진리 943-3,59360.0,4680037000.0,회진면,4680037022.0,회진면 회진리,4680037022,46,800,37022,서울특별시,장흥군,회진면 회진리,7.0
1516,전남청,장흥,장평,파출소,061-860-7309,전라남도 장흥군 장동면 흥성로 1568,전라남도 장흥군 장동면 흥성로 1568,199692.0,139253.0,정좌표,4.68003302510002e+18,새주소,전라남도 장흥군 장동면 흥성로 1568,전라남도 장흥군 장동면 북교리 2,59307.0,4680033000.0,장동면,4680033025.0,장동면 북교리,4680033025,46,800,33025,서울특별시,장흥군,장동면 북교리,7.0
1517,전남청,장흥,용산,파출소,061-860-7304,전라남도 장흥군 용산면 장흥대로 2488,전라남도 장흥군 용산면 장흥대로 2488,191974.0,124327.0,정좌표,4.68003102910851e+18,새주소,전라남도 장흥군 용산면 장흥대로 2488,전라남도 장흥군 용산면 인암리 851,59344.0,4680031000.0,용산면,4680031029.0,용산면 인암리,4680031029,46,800,31029,서울특별시,장흥군,용산면 인암리,7.0
1518,전남청,보성,회천,파출소,061-852-8112,전라남도 보성군 회천면 우암1길 7,전라남도 보성군 회천면 우암1길 7,208334.0,130506.0,정좌표,4.67803902710804e+18,새주소,전라남도 보성군 회천면 우암1길 7,전라남도 보성군 회천면 동율리 804-1,59471.0,4678039000.0,회천면,4678039027.0,회천면 동율리,4678039027,46,780,39027,서울특별시,보성군,회천면 동율리,8.0
1519,전남청,보성,예당,파출소,061-853-7112,전라남도 보성군 득량면 예당길 131,전라남도 보성군 득량면 예당길 131,217899.0,142140.0,정좌표,4.67803802310367e+18,새주소,전라남도 보성군 득량면 예당길 131,전라남도 보성군 득량면 예당리 367-3,59436.0,4678038000.0,득량면,4678038023.0,득량면 예당리,4678038023,46,780,38023,서울특별시,보성군,득량면 예당리,8.0
1520,전남청,보성,읍내,파출소,061-853-0113,전라남도 보성군 보성읍 송재로 278,전라남도 보성군 보성읍 송재로 278,208085.0,141975.0,정좌표,4.67802503010227e+18,새주소,전라남도 보성군 보성읍 송재로 278,전라남도 보성군 보성읍 용문리 227-13,59451.0,4678025000.0,보성읍,4678025030.0,보성읍 용문리,4678025030,46,780,25030,서울특별시,보성군,보성읍 용문리,8.0
1521,전남청,보성,미력,파출소,061-852-4112,전라남도 보성군 미력면 송재로 593,전라남도 보성군 미력면 송재로 593,207918.0,144634.0,정좌표,4.67803202110671e+18,새주소,전라남도 보성군 미력면 송재로 593,전라남도 보성군 미력면 도개리 671-1,59443.0,4678032000.0,미력면,4678032021.0,미력면 도개리,4678032021,46,780,32021,서울특별시,보성군,미력면 도개리,8.0
1522,전남청,보성,벌교,파출소,061-857-0112,전라남도 보성군 벌교읍 채동선로 254,전라남도 보성군 벌교읍 채동선로 254,231422.0,149619.0,정좌표,4.67802532110872e+18,새주소,전라남도 보성군 벌교읍 채동선로 254,전라남도 보성군 벌교읍 벌교리 872,59425.0,4678025300.0,벌교읍,4678025321.0,벌교읍 벌교리,4678025321,46,780,25321,서울특별시,보성군,벌교읍 벌교리,8.0
1523,전남청,보성,조성,파출소,061-857-9112,전라남도 보성군 조성면 조성로 95,전라남도 보성군 조성면 조성로 95,222356.0,145450.0,정좌표,4.67803702110898e+18,새주소,전라남도 보성군 조성면 조성로 95,전라남도 보성군 조성면 조성리 898,59440.0,4678037000.0,조성면,4678037021.0,조성면 조성리,4678037021,46,780,37021,서울특별시,보성군,조성면 조성리,8.0
1524,전남청,보성,복내,파출소,061-852-5112,전라남도 보성군 복내면 송재로 1812,전라남도 보성군 복내면 송재로 1812,212037.0,154870.0,정좌표,4.67803502110152e+18,새주소,전라남도 보성군 복내면 송재로 1812,전라남도 보성군 복내면 복내리 152-33,59405.0,4678035000.0,복내면,4678035021.0,복내면 복내리,4678035021,46,780,35021,서울특별시,보성군,복내면 복내리,8.0
1525,전남청,보성,겸백,파출소,061-853-6112,전라남도 보성군 겸백면 충의로 2466,전라남도 보성군 겸백면 충의로 2466,213898.0,147807.0,정좌표,4.6780330211046e+18,새주소,전라남도 보성군 겸백면 충의로 2466,전라남도 보성군 겸백면 석호리 460-3,59411.0,4678033000.0,겸백면,4678033021.0,겸백면 석호리,4678033021,46,780,33021,서울특별시,보성군,겸백면 석호리,8.0
1526,전남청,영광,읍내,지구대,061-353-0113,전라남도 영광군 영광읍 천년로13길 29,전라남도 영광군 영광읍 천년로13길 29,155030.0,197477.0,정좌표,4.68702502310118e+18,새주소,전라남도 영광군 영광읍 천년로13길 29,전라남도 영광군 영광읍 남천리 118-9,57045.0,4687025000.0,영광읍,4687025023.0,영광읍 남천리,4687025023,46,870,25023,서울특별시,영광군,영광읍 남천리,8.0
1527,전남청,영광,낙월,파출소,061-352-3312,전라남도 영광군 낙월면 낙월길 78-2,전라남도 영광군 낙월면 낙월길 78-2,121246.0,189519.0,정좌표,4.68703802120443e+18,새주소,전라남도 영광군 낙월면 낙월길 78-2,전라남도 영광군 낙월면 상낙월리 산 443-1,57068.0,4687038000.0,낙월면,4687038021.0,낙월면 상낙월리,4687038021,46,870,38021,서울특별시,영광군,낙월면 상낙월리,8.0
1528,전남청,영광,백수,파출소,061-352-7112,전라남도 영광군 백수읍 백수로10길 53,전라남도 영광군 백수읍 백수로10길 53,147538.0,198109.0,정좌표,4.68702532710412e+18,새주소,전라남도 영광군 백수읍 백수로10길 53,전라남도 영광군 백수읍 죽사리 412-2,57028.0,4687025300.0,백수읍,4687025327.0,백수읍 죽사리,4687025327,46,870,25327,서울특별시,영광군,백수읍 죽사리,8.0
1529,전남청,영광,염산,파출소,061-352-9112,전라남도 영광군 염산면 천년로1길 53,전라남도 영광군 염산면 천년로1길 53,143127.0,191232.0,정좌표,4.68703602310018e+18,새주소,전라남도 영광군 염산면 천년로1길 53,전라남도 영광군 염산면 봉남리 18-4,57066.0,4687036000.0,염산면,4687036023.0,염산면 봉남리,4687036023,46,870,36023,서울특별시,영광군,염산면 봉남리,8.0
1530,전남청,영광,군남,파출소,061-352-5112,전라남도 영광군 군남면 천년로 837,전라남도 영광군 군남면 천년로 837,149966.0,193739.0,정좌표,4.68703502110384e+18,새주소,전라남도 영광군 군남면 천년로 837,전라남도 영광군 군남면 포천리 384-43,57060.0,4687035000.0,군남면,4687035021.0,군남면 포천리,4687035021,46,870,35021,서울특별시,영광군,군남면 포천리,8.0
1531,전남청,영광,법성,파출소,061-356-0113,전라남도 영광군 법성면 법성포로1길 25-18,전라남도 영광군 법성면 법성포로1길 25-18,149215.0,206991.0,정좌표,4.68703702211213e+18,새주소,전라남도 영광군 법성면 법성포로1길 25-18,전라남도 영광군 법성면 법성리 1213-1,57012.0,4687037000.0,법성면,4687037022.0,법성면 법성리,4687037022,46,870,37022,서울특별시,영광군,법성면 법성리,8.0
1532,전남청,영광,홍농,파출소,061-356-0112,전라남도 영광군 홍농읍 상하길41,전라남도 영광군 홍농읍 상하길41,149521.0,210807.0,정좌표,4.68702562110266e+18,새주소,전라남도 영광군 홍농읍 상하길 41,전라남도 영광군 홍농읍 상하리 266-4,57004.0,4687025600.0,홍농읍,4687025621.0,홍농읍 상하리,4687025621,46,870,25621,서울특별시,영광군,홍농읍 상하리,8.0
1533,전남청,영광,대마,파출소,061-352-4112,전라남도 영광군 대마면 영장로 253,전라남도 영광군 대마면 영장로 253,161627.0,200320.0,정좌표,4.68703102110392e+18,새주소,전라남도 영광군 대마면 영장로 253,전라남도 영광군 대마면 월산리 392-5,57054.0,4687031000.0,대마면,4687031021.0,대마면 월산리,4687031021,46,870,31021,서울특별시,영광군,대마면 월산리,8.0
1534,전남청,화순,읍내,지구대,061-379-4301,전라남도 화순군 화순읍 충의로 152,전라남도 화순군 화순읍 충의로 152,199289.0,172831.0,정좌표,4.67902503010188e+18,새주소,전라남도 화순군 화순읍 충의로 152,전라남도 화순군 화순읍 광덕리 188,58134.0,4679025000.0,화순읍,4679025030.0,화순읍 광덕리,4679025030,46,790,25030,서울특별시,화순군,화순읍 광덕리,8.0
1535,전남청,화순,도곡,파출소,061-372-4112,전라남도 화순군 도곡면 지석로 1108,전라남도 화순군 도곡면 지석로 1108,192345.0,166521.0,정좌표,4.67903602210712e+18,새주소,전라남도 화순군 도곡면 지석로 1108,전라남도 화순군 도곡면 효산리 712-5,58154.0,4679036000.0,도곡면,4679036022.0,도곡면 효산리,4679036022,46,790,36022,서울특별시,화순군,도곡면 효산리,8.0
1536,전남청,화순,사평,파출소,061-379-4313,전라남도 화순군 남면 사호로 213,전라남도 화순군 남면 사호로 213,208519.0,167652.0,정좌표,4.67904152110328e+18,새주소,전라남도 화순군 사평면 사호로 213,전라남도 화순군 사평면 사평리 328-1,58144.0,4679041500.0,사평면,4679041521.0,사평면 사평리,4679041521,46,790,41521,서울특별시,화순군,사평면 사평리,8.0
1537,전남청,화순,능주,파출소,061-372-1112,전라남도 화순군 능주면 관동길 19,전라남도 화순군 능주면 관동길 19,196322.0,165694.0,정좌표,4.67903502610098e+18,새주소,전라남도 화순군 능주면 관동길 19,전라남도 화순군 능주면 관영리 98-5,58153.0,4679035000.0,능주면,4679035026.0,능주면 관영리,4679035026,46,790,35026,서울특별시,화순군,능주면 관영리,8.0
1538,전남청,화순,역전,파출소,061-379-4145,전라남도 화순군 화순읍 오성로 488,전라남도 화순군 화순읍 오성로 488,196442.0,172560.0,정좌표,4.67902503510502e+18,새주소,전라남도 화순군 화순읍 오성로 488,전라남도 화순군 화순읍 벽라리 502-4,58109.0,4679025000.0,화순읍,4679025035.0,화순읍 벽라리,4679025035,46,790,25035,서울특별시,화순군,화순읍 벽라리,8.0
1539,전남청,화순,동복,파출소,061-379-4157,전라남도 화순군 동복면 오지호로 285,전라남도 화순군 동복면 오지호로 285,211569.0,174611.0,정좌표,4.67904002310161e+18,새주소,전라남도 화순군 동복면 오지호로 285,전라남도 화순군 동복면 천변리 161-1,58102.0,4679040000.0,동복면,4679040023.0,동복면 천변리,4679040023,46,790,40023,서울특별시,화순군,동복면 천변리,8.0
1540,전남청,화순,동면,파출소,061-379-4153,전라남도 화순군 동면 충의로 773,전라남도 화순군 동면 충의로 773,203659.0,170183.0,정좌표,4.67904203210345e+18,새주소,전라남도 화순군 동면 충의로 773,전라남도 화순군 동면 장동리 345,58132.0,4679042000.0,동면,4679042032.0,동면 장동리,4679042032,46,790,42032,서울특별시,화순군,동면 장동리,8.0
1541,전남청,화순,이양,파출소,061-379-4151,전라남도 화순군 이양면 이양로 133,전라남도 화순군 이양면 이양로 133,198932.0,154757.0,정좌표,4.6790340281066e+18,새주소,전라남도 화순군 이양면 이양로 133,전라남도 화순군 이양면 오류리 660-2,58165.0,4679034000.0,이양면,4679034028.0,이양면 오류리,4679034028,46,790,34028,서울특별시,화순군,이양면 오류리,8.0
1542,전남청,함평,남부,파출소,061-322-6112,전라남도 함평군 학교면 닻빼기길 2,전라남도 함평군 학교면 닻빼기길 2,157743.0,168718.0,정좌표,4.68603302610471e+18,새주소,전라남도 함평군 학교면 닻빼기길 2,전라남도 함평군 학교면 학교리 471-2,57162.0,4686033000.0,학교면,4686033026.0,학교면 학교리,4686033026,46,860,33026,서울특별시,함평군,학교면 학교리,7.0
